"Repeat","alpha","lamda2","rho_A.l.","rho_I.l."
1,0.32,0.52,0.643,0.592
1,0.32,0.54,0.624,0.603
1,0.32,0.56,0.637,0.563
1,0.32,0.58,0.685,0.568
1,0.32,0.6,0.663,0.537
1,0.32,0.62,0.629,0.609
1,0.32,0.64,0.691,0.503
1,0.32,0.66,0.618,0.561
1,0.32,0.68,0.683,0.549
1,0.32,0.7,0.684,0.531
1,0.32,0.72,0.704,0.58
1,0.32,0.74,0.713,0.514
1,0.32,0.76,0.633,0.531
1,0.32,0.78,0.676,0.577
1,0.32,0.8,0.712,0.474
1,0.32,0.82,0.654,0.551
1,0.32,0.84,0.661,0.511
1,0.32,0.86,0.711,0.577
1,0.32,0.88,0.622,0.586
1,0.32,0.9,0.669,0.594
1,0.32,0.92,0.672,0.539
1,0.32,0.94,0.682,0.547
1,0.32,0.96,0.655,0.523
1,0.32,0.98,0.677,0.525
1,0.32,1,0.645,0.589
1,0.34,0.02,0.634,0.544
1,0.34,0.04,0.672,0.517
1,0.34,0.06,0.691,0.467
1,0.34,0.08,0.659,0.552
1,0.34,0.1,0.649,0.575
1,0.34,0.12,0.636,0.603
1,0.34,0.14,0.638,0.576
1,0.34,0.16,0.65,0.583
1,0.34,0.18,0.694,0.457
1,0.34,0.2,0.717,0.464
1,0.34,0.22,0.705,0.491
1,0.34,0.24,0.715,0.532
1,0.34,0.26,0.713,0.475
1,0.34,0.28,0.638,0.558
1,0.34,0.3,0.689,0.486
1,0.34,0.32,0.626,0.571
1,0.34,0.34,0.625,0.578
1,0.34,0.36,0.712,0.6
1,0.34,0.38,0.6,0.619
1,0.34,0.4,0.69,0.464
1,0.34,0.42,0.687,0.577
1,0.34,0.44,0.68,0.561
1,0.34,0.46,0.673,0.488
1,0.34,0.48,0.555,0.61
1,0.34,0.5,0.603,0.544
1,0.34,0.52,0.593,0.508
1,0.34,0.54,0.711,0.545
1,0.34,0.56,0.635,0.582
1,0.34,0.58,0.703,0.525
1,0.34,0.6,0.673,0.539
1,0.34,0.62,0.666,0.397
1,0.34,0.64,0.688,0.472
1,0.34,0.66,0.651,0.567
1,0.34,0.68,0.624,0.567
1,0.34,0.7,0.656,0.573
1,0.34,0.72,0.646,0.54
1,0.34,0.74,0.627,0.564
1,0.34,0.76,0.627,0.563
1,0.34,0.78,0.648,0.552
1,0.34,0.8,0.642,0.53
1,0.34,0.82,0.705,0.521
1,0.34,0.84,0.629,0.573
1,0.34,0.86,0.705,0.49
1,0.34,0.88,0.688,0.521
1,0.34,0.9,0.639,0.56
1,0.34,0.92,0.619,0.568
1,0.34,0.94,0.727,0.4
1,0.34,0.96,0.603,0.568
1,0.34,0.98,0.704,0.52
1,0.34,1,0.642,0.505
1,0.36,0.02,0.655,0.475
1,0.36,0.04,0.681,0.543
1,0.36,0.06,0.606,0.613
1,0.36,0.08,0.621,0.556
1,0.36,0.1,0.678,0.505
1,0.36,0.12,0.68,0.56
1,0.36,0.14,0.703,0.479
1,0.36,0.16,0.646,0.624
1,0.36,0.18,0.644,0.473
1,0.36,0.2,0.585,0.604
1,0.36,0.22,0.618,0.515
1,0.36,0.24,0.642,0.553
1,0.36,0.26,0.69,0.501
1,0.36,0.28,0.654,0.605
1,0.36,0.3,0.629,0.577
1,0.36,0.32,0.662,0.485
1,0.36,0.34,0.726,0.516
1,0.36,0.36,0.683,0.512
1,0.36,0.38,0.69,0.503
1,0.36,0.4,0.708,0.55
1,0.36,0.42,0.651,0.547
1,0.36,0.44,0.687,0.525
1,0.36,0.46,0.644,0.547
1,0.36,0.48,0.662,0.526
1,0.36,0.5,0.69,0.578
1,0.36,0.52,0.674,0.455
1,0.36,0.54,0.632,0.592
1,0.36,0.56,0.638,0.489
1,0.36,0.58,0.711,0.558
1,0.36,0.6,0.711,0.577
1,0.36,0.62,0.703,0.51
1,0.36,0.64,0.582,0.564
1,0.36,0.66,0.618,0.584
1,0.36,0.68,0.664,0.556
1,0.36,0.7,0.59,0.547
1,0.36,0.72,0.646,0.556
1,0.36,0.74,0.67,0.535
1,0.36,0.76,0.69,0.485
1,0.36,0.78,0.674,0.587
1,0.36,0.8,0.662,0.495
1,0.36,0.82,0.697,0.467
1,0.36,0.84,0.644,0.548
1,0.36,0.86,0.718,0.41
1,0.36,0.88,0.616,0.571
1,0.36,0.9,0.712,0.499
1,0.36,0.92,0.626,0.586
1,0.36,0.94,0.675,0.6
1,0.36,0.96,0.612,0.553
1,0.36,0.98,0.637,0.504
1,0.36,1,0.626,0.544
1,0.38,0.02,0.642,0.464
1,0.38,0.04,0.687,0.554
1,0.38,0.06,0.636,0.528
1,0.38,0.08,0.706,0.548
1,0.38,0.1,0.662,0.581
1,0.38,0.12,0.689,0.505
1,0.38,0.14,0.678,0.619
1,0.38,0.16,0.542,0.566
1,0.38,0.18,0.669,0.452
1,0.38,0.2,0.664,0.508
1,0.38,0.22,0.656,0.57
1,0.38,0.24,0.627,0.516
1,0.38,0.26,0.564,0.584
1,0.38,0.28,0.604,0.609
1,0.38,0.3,0.585,0.588
1,0.38,0.32,0.647,0.515
1,0.38,0.34,0.69,0.518
1,0.38,0.36,0.703,0.497
1,0.38,0.38,0.671,0.574
1,0.38,0.4,0.686,0.514
1,0.38,0.42,0.676,0.524
1,0.38,0.44,0.665,0.582
1,0.38,0.46,0.702,0.516
1,0.38,0.48,0.636,0.577
1,0.38,0.5,0.714,0.472
1,0.38,0.52,0.699,0.598
1,0.38,0.54,0.659,0.575
1,0.38,0.56,0.63,0.65
1,0.38,0.58,0.611,0.605
1,0.38,0.6,0.665,0.458
1,0.38,0.62,0.636,0.605
1,0.38,0.64,0.649,0.406
1,0.38,0.66,0.645,0.602
1,0.38,0.68,0.596,0.611
1,0.38,0.7,0.686,0.569
1,0.38,0.72,0.692,0.417
1,0.38,0.74,0.655,0.567
1,0.38,0.76,0.634,0.577
1,0.38,0.78,0.571,0.565
1,0.38,0.8,0.666,0.476
1,0.38,0.82,0.701,0.529
1,0.38,0.84,0.651,0.563
1,0.38,0.86,0.655,0.514
1,0.38,0.88,0.642,0.512
1,0.38,0.9,0.707,0.518
1,0.38,0.92,0.675,0.503
1,0.38,0.94,0.676,0.509
1,0.38,0.96,0.638,0.53
1,0.38,0.98,0.686,0.361
1,0.38,1,0.677,0.53
1,0.4,0.02,0.641,0.514
1,0.4,0.04,0.668,0.49
1,0.4,0.06,0.672,0.502
1,0.4,0.08,0.653,0.57
1,0.4,0.1,0.711,0.609
1,0.4,0.12,0.591,0.58
1,0.4,0.14,0.7,0.523
1,0.4,0.16,0.538,0.587
1,0.4,0.18,0.619,0.518
1,0.4,0.2,0.628,0.546
1,0.4,0.22,0.665,0.557
1,0.4,0.24,0.638,0.555
1,0.4,0.26,0.714,0.515
1,0.4,0.28,0.625,0.592
1,0.4,0.3,0.665,0.495
1,0.4,0.32,0.633,0.587
1,0.4,0.34,0.683,0.511
1,0.4,0.36,0.627,0.547
1,0.4,0.38,0.646,0.582
1,0.4,0.4,0.665,0.524
1,0.4,0.42,0.645,0.513
1,0.4,0.44,0.579,0.552
1,0.4,0.46,0.665,0.462
1,0.4,0.48,0.702,0.576
1,0.4,0.5,0.693,0.564
1,0.4,0.52,0.702,0.491
1,0.4,0.54,0.621,0.582
1,0.4,0.56,0.714,0.55
1,0.4,0.58,0.707,0.582
1,0.4,0.6,0.625,0.527
1,0.4,0.62,0.702,0.517
1,0.4,0.64,0.592,0.59
1,0.4,0.66,0.649,0.473
1,0.4,0.68,0.642,0.611
1,0.4,0.7,0.701,0.583
1,0.4,0.72,0.635,0.493
1,0.4,0.74,0.626,0.604
1,0.4,0.76,0.713,0.58
1,0.4,0.78,0.714,0.565
1,0.4,0.8,0.637,0.612
1,0.4,0.82,0.687,0.517
1,0.4,0.84,0.698,0.526
1,0.4,0.86,0.711,0.514
1,0.4,0.88,0.603,0.548
1,0.4,0.9,0.659,0.537
1,0.4,0.92,0.689,0.513
1,0.4,0.94,0.581,0.583
1,0.4,0.96,0.671,0.468
1,0.4,0.98,0.589,0.581
1,0.4,1,0.683,0.591
1,0.42,0.02,0.674,0.544
1,0.42,0.04,0.692,0.569
1,0.42,0.06,0.666,0.507
1,0.42,0.08,0.637,0.546
1,0.42,0.1,0.631,0.516
1,0.42,0.12,0.619,0.597
1,0.42,0.14,0.655,0.563
1,0.42,0.16,0.66,0.495
1,0.42,0.18,0.605,0.552
1,0.42,0.2,0.631,0.551
1,0.42,0.22,0.59,0.589
1,0.42,0.24,0.688,0.394
1,0.42,0.26,0.684,0.575
1,0.42,0.28,0.596,0.548
1,0.42,0.3,0.584,0.465
1,0.42,0.32,0.583,0.542
1,0.42,0.34,0.635,0.574
1,0.42,0.36,0.525,0.565
1,0.42,0.38,0.605,0.589
1,0.42,0.4,0.708,0.518
1,0.42,0.42,0.651,0.498
1,0.42,0.44,0.685,0.402
1,0.42,0.46,0.679,0.55
1,0.42,0.48,0.599,0.57
1,0.42,0.5,0.602,0.478
1,0.42,0.52,0.651,0.533
1,0.42,0.54,0.604,0.571
1,0.42,0.56,0.675,0.548
1,0.42,0.58,0.61,0.555
1,0.42,0.6,0.713,0.535
1,0.42,0.62,0.694,0.522
1,0.42,0.64,0.646,0.51
1,0.42,0.66,0.617,0.592
1,0.42,0.68,0.713,0.464
1,0.42,0.7,0.661,0.566
1,0.42,0.72,0.674,0.501
1,0.42,0.74,0.688,0.476
1,0.42,0.76,0.673,0.457
1,0.42,0.78,0.662,0.528
1,0.42,0.8,0.643,0.538
1,0.42,0.82,0.663,0.51
1,0.42,0.84,0.71,0.495
1,0.42,0.86,0.659,0.584
1,0.42,0.88,0.699,0.541
1,0.42,0.9,0.665,0.588
1,0.42,0.92,0.698,0.563
1,0.42,0.94,0.585,0.608
1,0.42,0.96,0.602,0.513
1,0.42,0.98,0.688,0.561
1,0.42,1,0.559,0.507
1,0.44,0.02,0.581,0.531
1,0.44,0.04,0.651,0.523
1,0.44,0.06,0.665,0.513
1,0.44,0.08,0.697,0.469
1,0.44,0.1,0.61,0.523
1,0.44,0.12,0.602,0.584
1,0.44,0.14,0.673,0.485
1,0.44,0.16,0.658,0.582
1,0.44,0.18,0.617,0.601
1,0.44,0.2,0.716,0.504
1,0.44,0.22,0.579,0.537
1,0.44,0.24,0.603,0.437
1,0.44,0.26,0.627,0.557
1,0.44,0.28,0.635,0.451
1,0.44,0.3,0.636,0.518
1,0.44,0.32,0.623,0.539
1,0.44,0.34,0.648,0.455
1,0.44,0.36,0.617,0.554
1,0.44,0.38,0.583,0.595
1,0.44,0.4,0.578,0.556
1,0.44,0.42,0.574,0.584
1,0.44,0.44,0.695,0.541
1,0.44,0.46,0.518,0.56
1,0.44,0.48,0.668,0.547
1,0.44,0.5,0.528,0.576
1,0.44,0.52,0.632,0.53
1,0.44,0.54,0.665,0.568
1,0.44,0.56,0.626,0.525
1,0.44,0.58,0.682,0.507
1,0.44,0.6,0.667,0.525
1,0.44,0.62,0.665,0.542
1,0.44,0.64,0.67,0.552
1,0.44,0.66,0.657,0.536
1,0.44,0.68,0.61,0.573
1,0.44,0.7,0.608,0.526
1,0.44,0.72,0.612,0.609
1,0.44,0.74,0.684,0.469
1,0.44,0.76,0.591,0.511
1,0.44,0.78,0.628,0.477
1,0.44,0.8,0.674,0.459
1,0.44,0.82,0.671,0.55
1,0.44,0.84,0.614,0.591
1,0.44,0.86,0.667,0.567
1,0.44,0.88,0.619,0.515
1,0.44,0.9,0.683,0.535
1,0.44,0.92,0.684,0.554
1,0.44,0.94,0.666,0.577
1,0.44,0.96,0.618,0.576
1,0.44,0.98,0.646,0.45
1,0.44,1,0.663,0.528
1,0.46,0.02,0.653,0.453
1,0.46,0.04,0.693,0.565
1,0.46,0.06,0.722,0.478
1,0.46,0.08,0.6,0.408
1,0.46,0.1,0.685,0.537
1,0.46,0.12,0.642,0.518
1,0.46,0.14,0.544,0.594
1,0.46,0.16,0.63,0.567
1,0.46,0.18,0.658,0.465
1,0.46,0.2,0.638,0.513
1,0.46,0.22,0.607,0.524
1,0.46,0.24,0.644,0.466
1,0.46,0.26,0.668,0.483
1,0.46,0.28,0.64,0.541
1,0.46,0.3,0.61,0.562
1,0.46,0.32,0.618,0.58
1,0.46,0.34,0.559,0.556
1,0.46,0.36,0.647,0.527
1,0.46,0.38,0.656,0.462
1,0.46,0.4,0.594,0.499
1,0.46,0.42,0.663,0.547
1,0.46,0.44,0.642,0.472
1,0.46,0.46,0.697,0.553
1,0.46,0.48,0.657,0.507
1,0.46,0.5,0.557,0.558
1,0.46,0.52,0.664,0.437
1,0.46,0.54,0.593,0.55
1,0.46,0.56,0.672,0.568
1,0.46,0.58,0.614,0.504
1,0.46,0.6,0.68,0.498
1,0.46,0.62,0.647,0.473
1,0.46,0.64,0.595,0.546
1,0.46,0.66,0.637,0.501
1,0.46,0.68,0.61,0.577
1,0.46,0.7,0.616,0.592
1,0.46,0.72,0.619,0.513
1,0.46,0.74,0.68,0.556
1,0.46,0.76,0.685,0.505
1,0.46,0.78,0.61,0.556
1,0.46,0.8,0.617,0.554
1,0.46,0.82,0.666,0.452
1,0.46,0.84,0.698,0.516
1,0.46,0.86,0.648,0.493
1,0.46,0.88,0.681,0.554
1,0.46,0.9,0.682,0.592
1,0.46,0.92,0.671,0.541
1,0.46,0.94,0.558,0.564
1,0.46,0.96,0.673,0.469
1,0.46,0.98,0.685,0.506
1,0.46,1,0.687,0.563
1,0.48,0.02,0.566,0.508
1,0.48,0.04,0.628,0.558
1,0.48,0.06,0.674,0.489
1,0.48,0.08,0.678,0.466
1,0.48,0.1,0.618,0.503
1,0.48,0.12,0.694,0.593
1,0.48,0.14,0.693,0.533
1,0.48,0.16,0.692,0.529
1,0.48,0.18,0.689,0.476
1,0.48,0.2,0.653,0.474
1,0.48,0.22,0.593,0.494
1,0.48,0.24,0.669,0.543
1,0.48,0.26,0.694,0.522
1,0.48,0.28,0.599,0.578
1,0.48,0.3,0.561,0.597
1,0.48,0.32,0.555,0.483
1,0.48,0.34,0.634,0.509
1,0.48,0.36,0.692,0.475
1,0.48,0.38,0.597,0.548
1,0.48,0.4,0.664,0.542
1,0.48,0.42,0.565,0.58
1,0.48,0.44,0.666,0.584
1,0.48,0.46,0.651,0.489
1,0.48,0.48,0.681,0.58
1,0.48,0.5,0.581,0.574
1,0.48,0.52,0.656,0.571
1,0.48,0.54,0.637,0.584
1,0.48,0.56,0.556,0.6
1,0.48,0.58,0.613,0.523
1,0.48,0.6,0.596,0.529
1,0.48,0.62,0.609,0.453
1,0.48,0.64,0.678,0.455
1,0.48,0.66,0.523,0.591
1,0.48,0.68,0.709,0.478
1,0.48,0.7,0.692,0.597
1,0.48,0.72,0.642,0.562
1,0.48,0.74,0.484,0.595
1,0.48,0.76,0.697,0.544
1,0.48,0.78,0.665,0.555
1,0.48,0.8,0.637,0.513
1,0.48,0.82,0.608,0.497
1,0.48,0.84,0.641,0.542
1,0.48,0.86,0.664,0.466
1,0.48,0.88,0.663,0.523
1,0.48,0.9,0.616,0.569
1,0.48,0.92,0.642,0.514
1,0.48,0.94,0.702,0.494
1,0.48,0.96,0.651,0.601
1,0.48,0.98,0.622,0.583
1,0.48,1,0.655,0.588
1,0.5,0.02,0.705,0.533
1,0.5,0.04,0.684,0.482
1,0.5,0.06,0.667,0.395
1,0.5,0.08,0.679,0.422
1,0.5,0.1,0.65,0.539
1,0.5,0.12,0.623,0.546
1,0.5,0.14,0.657,0.511
1,0.5,0.16,0.69,0.513
1,0.5,0.18,0.661,0.54
1,0.5,0.2,0.617,0.545
1,0.5,0.22,0.557,0.598
1,0.5,0.24,0.698,0.48
1,0.5,0.26,0.589,0.537
1,0.5,0.28,0.61,0.558
1,0.5,0.3,0.609,0.445
1,0.5,0.32,0.588,0.612
1,0.5,0.34,0.657,0.59
1,0.5,0.36,0.637,0.508
1,0.5,0.38,0.64,0.451
1,0.5,0.4,0.697,0.482
1,0.5,0.42,0.632,0.523
1,0.5,0.44,0.623,0.593
1,0.5,0.46,0.656,0.512
1,0.5,0.48,0.586,0.494
1,0.5,0.5,0.616,0.453
1,0.5,0.52,0.626,0.439
1,0.5,0.54,0.691,0.466
1,0.5,0.56,0.624,0.527
1,0.5,0.58,0.637,0.415
1,0.5,0.6,0.657,0.524
1,0.5,0.62,0.667,0.493
1,0.5,0.64,0.569,0.534
1,0.5,0.66,0.648,0.499
1,0.5,0.68,0.672,0.55
1,0.5,0.7,0.632,0.45
1,0.5,0.72,0.643,0.498
1,0.5,0.74,0.654,0.545
1,0.5,0.76,0.662,0.455
1,0.5,0.78,0.689,0.495
1,0.5,0.8,0.654,0.573
1,0.5,0.82,0.653,0.554
1,0.5,0.84,0.669,0.459
1,0.5,0.86,0.645,0.538
1,0.5,0.88,0.642,0.445
1,0.5,0.9,0.681,0.539
1,0.5,0.92,0.604,0.479
1,0.5,0.94,0.604,0.535
1,0.5,0.96,0.613,0.595
1,0.5,0.98,0.611,0.516
1,0.5,1,0.536,0.575
1,0.52,0.02,0.596,0.463
1,0.52,0.04,0.658,0.541
1,0.52,0.06,0.692,0.459
1,0.52,0.08,0.566,0.541
1,0.52,0.1,0.692,0.446
1,0.52,0.12,0.67,0.548
1,0.52,0.14,0.607,0.531
1,0.52,0.16,0.668,0.564
1,0.52,0.18,0.64,0.491
1,0.52,0.2,0.613,0.551
1,0.52,0.22,0.612,0.523
1,0.52,0.24,0.666,0.534
1,0.52,0.26,0.687,0.489
1,0.52,0.28,0.671,0.514
1,0.52,0.3,0.639,0.533
1,0.52,0.32,0.605,0.501
1,0.52,0.34,0.664,0.519
1,0.52,0.36,0.627,0.479
1,0.52,0.38,0.594,0.551
1,0.52,0.4,0.648,0.531
1,0.52,0.42,0.633,0.568
1,0.52,0.44,0.658,0.527
1,0.52,0.46,0.672,0.563
1,0.52,0.48,0.575,0.56
1,0.52,0.5,0.648,0.515
1,0.52,0.52,0.654,0.581
1,0.52,0.54,0.658,0.474
1,0.52,0.56,0.641,0.561
1,0.52,0.58,0.585,0.506
1,0.52,0.6,0.633,0.516
1,0.52,0.62,0.631,0.495
1,0.52,0.64,0.603,0.53
1,0.52,0.66,0.591,0.574
1,0.52,0.68,0.61,0.586
1,0.52,0.7,0.675,0.5
1,0.52,0.72,0.656,0.454
1,0.52,0.74,0.62,0.532
1,0.52,0.76,0.675,0.508
1,0.52,0.78,0.653,0.503
1,0.52,0.8,0.634,0.471
1,0.52,0.82,0.661,0.506
1,0.52,0.84,0.615,0.558
1,0.52,0.86,0.717,0.502
1,0.52,0.88,0.672,0.543
1,0.52,0.9,0.685,0.435
1,0.52,0.92,0.627,0.469
1,0.52,0.94,0.582,0.562
1,0.52,0.96,0.683,0.461
1,0.52,0.98,0.618,0.491
1,0.52,1,0.645,0.433
1,0.54,0.02,0.579,0.452
1,0.54,0.04,0.612,0.562
1,0.54,0.06,0.66,0.514
1,0.54,0.08,0.537,0.577
1,0.54,0.1,0.667,0.497
1,0.54,0.12,0.607,0.46
1,0.54,0.14,0.706,0.543
1,0.54,0.16,0.62,0.57
1,0.54,0.18,0.602,0.589
1,0.54,0.2,0.697,0.496
1,0.54,0.22,0.678,0.538
1,0.54,0.24,0.576,0.588
1,0.54,0.26,0.665,0.448
1,0.54,0.28,0.646,0.494
1,0.54,0.3,0.623,0.488
1,0.54,0.32,0.659,0.577
1,0.54,0.34,0.544,0.554
1,0.54,0.36,0.645,0.525
1,0.54,0.38,0.641,0.586
1,0.54,0.4,0.644,0.512
1,0.54,0.42,0.669,0.482
1,0.54,0.44,0.638,0.507
1,0.54,0.46,0.647,0.552
1,0.54,0.48,0.701,0.509
1,0.54,0.5,0.568,0.465
1,0.54,0.52,0.681,0.502
1,0.54,0.54,0.581,0.564
1,0.54,0.56,0.589,0.571
1,0.54,0.58,0.68,0.486
1,0.54,0.6,0.685,0.424
1,0.54,0.62,0.621,0.45
1,0.54,0.64,0.622,0.49
1,0.54,0.66,0.62,0.532
1,0.54,0.68,0.621,0.602
1,0.54,0.7,0.679,0.552
1,0.54,0.72,0.614,0.527
1,0.54,0.74,0.572,0.479
1,0.54,0.76,0.607,0.521
1,0.54,0.78,0.648,0.498
1,0.54,0.8,0.624,0.563
1,0.54,0.82,0.631,0.453
1,0.54,0.84,0.524,0.563
1,0.54,0.86,0.631,0.556
1,0.54,0.88,0.595,0.518
1,0.54,0.9,0.621,0.576
1,0.54,0.92,0.652,0.53
1,0.54,0.94,0.552,0.577
1,0.54,0.96,0.601,0.537
1,0.54,0.98,0.673,0.495
1,0.54,1,0.657,0.504
1,0.56,0.02,0.702,0.493
1,0.56,0.04,0.536,0.532
1,0.56,0.06,0.65,0.489
1,0.56,0.08,0.606,0.566
1,0.56,0.1,0.565,0.564
1,0.56,0.12,0.618,0.527
1,0.56,0.14,0.646,0.565
1,0.56,0.16,0.679,0.513
1,0.56,0.18,0.572,0.536
1,0.56,0.2,0.695,0.52
1,0.56,0.22,0.644,0.583
1,0.56,0.24,0.673,0.467
1,0.56,0.26,0.668,0.479
1,0.56,0.28,0.623,0.517
1,0.56,0.3,0.624,0.481
1,0.56,0.32,0.646,0.427
1,0.56,0.34,0.527,0.509
1,0.56,0.36,0.695,0.497
1,0.56,0.38,0.665,0.527
1,0.56,0.4,0.631,0.479
1,0.56,0.42,0.598,0.579
1,0.56,0.44,0.633,0.533
1,0.56,0.46,0.662,0.54
1,0.56,0.48,0.619,0.504
1,0.56,0.5,0.65,0.45
1,0.56,0.52,0.639,0.494
1,0.56,0.54,0.643,0.502
1,0.56,0.56,0.683,0.512
1,0.56,0.58,0.689,0.539
1,0.56,0.6,0.638,0.476
1,0.56,0.62,0.688,0.52
1,0.56,0.64,0.621,0.499
1,0.56,0.66,0.622,0.509
1,0.56,0.68,0.668,0.546
1,0.56,0.7,0.58,0.535
1,0.56,0.72,0.585,0.552
1,0.56,0.74,0.638,0.499
1,0.56,0.76,0.66,0.586
1,0.56,0.78,0.689,0.515
1,0.56,0.8,0.564,0.575
1,0.56,0.82,0.545,0.565
1,0.56,0.84,0.556,0.508
1,0.56,0.86,0.644,0.532
1,0.56,0.88,0.629,0.543
1,0.56,0.9,0.592,0.579
1,0.56,0.92,0.612,0.525
1,0.56,0.94,0.599,0.446
1,0.56,0.96,0.632,0.492
1,0.56,0.98,0.644,0.546
1,0.56,1,0.656,0.497
1,0.58,0.02,0.616,0.528
1,0.58,0.04,0.593,0.598
1,0.58,0.06,0.677,0.479
1,0.58,0.08,0.665,0.479
1,0.58,0.1,0.637,0.528
1,0.58,0.12,0.619,0.577
1,0.58,0.14,0.655,0.532
1,0.58,0.16,0.681,0.549
1,0.58,0.18,0.62,0.525
1,0.58,0.2,0.63,0.363
1,0.58,0.22,0.568,0.585
1,0.58,0.24,0.648,0.532
1,0.58,0.26,0.615,0.477
1,0.58,0.28,0.536,0.558
1,0.58,0.3,0.654,0.558
1,0.58,0.32,0.646,0.517
1,0.58,0.34,0.612,0.443
1,0.58,0.36,0.667,0.425
1,0.58,0.38,0.638,0.441
1,0.58,0.4,0.599,0.525
1,0.58,0.42,0.586,0.553
1,0.58,0.44,0.637,0.457
1,0.58,0.46,0.655,0.476
1,0.58,0.48,0.659,0.561
1,0.58,0.5,0.631,0.446
1,0.58,0.52,0.649,0.571
1,0.58,0.54,0.682,0.452
1,0.58,0.56,0.618,0.531
1,0.58,0.58,0.592,0.542
1,0.58,0.6,0.655,0.54
1,0.58,0.62,0.642,0.511
1,0.58,0.64,0.645,0.506
1,0.58,0.66,0.645,0.505
1,0.58,0.68,0.638,0.484
1,0.58,0.7,0.587,0.514
1,0.58,0.72,0.623,0.489
1,0.58,0.74,0.593,0.531
1,0.58,0.76,0.589,0.516
1,0.58,0.78,0.586,0.547
1,0.58,0.8,0.583,0.498
1,0.58,0.82,0.575,0.524
1,0.58,0.84,0.666,0.531
1,0.58,0.86,0.664,0.478
1,0.58,0.88,0.576,0.556
1,0.58,0.9,0.624,0.537
1,0.58,0.92,0.622,0.495
1,0.58,0.94,0.665,0.406
1,0.58,0.96,0.608,0.418
1,0.58,0.98,0.701,0.451
1,0.58,1,0.671,0.479
1,0.6,0.02,0.522,0.573
1,0.6,0.04,0.666,0.427
1,0.6,0.06,0.666,0.531
1,0.6,0.08,0.647,0.51
1,0.6,0.1,0.653,0.47
1,0.6,0.12,0.613,0.518
1,0.6,0.14,0.649,0.501
1,0.6,0.16,0.697,0.429
1,0.6,0.18,0.695,0.496
1,0.6,0.2,0.571,0.574
1,0.6,0.22,0.612,0.531
1,0.6,0.24,0.68,0.504
1,0.6,0.26,0.643,0.527
1,0.6,0.28,0.606,0.521
1,0.6,0.3,0.594,0.526
1,0.6,0.32,0.652,0.546
1,0.6,0.34,0.665,0.561
1,0.6,0.36,0.629,0.503
1,0.6,0.38,0.626,0.517
1,0.6,0.4,0.625,0.558
1,0.6,0.42,0.6,0.582
1,0.6,0.44,0.651,0.499
1,0.6,0.46,0.676,0.486
1,0.6,0.48,0.642,0.566
1,0.6,0.5,0.648,0.47
1,0.6,0.52,0.645,0.463
1,0.6,0.54,0.568,0.519
1,0.6,0.56,0.657,0.568
1,0.6,0.58,0.604,0.597
1,0.6,0.6,0.634,0.579
1,0.6,0.62,0.594,0.544
1,0.6,0.64,0.61,0.512
1,0.6,0.66,0.601,0.536
1,0.6,0.68,0.636,0.567
1,0.6,0.7,0.648,0.48
1,0.6,0.72,0.619,0.447
1,0.6,0.74,0.597,0.471
1,0.6,0.76,0.614,0.526
1,0.6,0.78,0.611,0.484
1,0.6,0.8,0.586,0.438
1,0.6,0.82,0.613,0.471
1,0.6,0.84,0.624,0.582
1,0.6,0.86,0.624,0.493
1,0.6,0.88,0.559,0.494
1,0.6,0.9,0.679,0.553
1,0.6,0.92,0.64,0.424
1,0.6,0.94,0.629,0.516
1,0.6,0.96,0.558,0.461
1,0.6,0.98,0.676,0.493
1,0.6,1,0.578,0.509
1,0.62,0.02,0.621,0.449
1,0.62,0.04,0.701,0.534
1,0.62,0.06,0.668,0.384
1,0.62,0.08,0.627,0.465
1,0.62,0.1,0.653,0.546
1,0.62,0.12,0.634,0.435
1,0.62,0.14,0.626,0.524
1,0.62,0.16,0.561,0.596
1,0.62,0.18,0.667,0.5
1,0.62,0.2,0.668,0.465
1,0.62,0.22,0.61,0.541
1,0.62,0.24,0.548,0.494
1,0.62,0.26,0.612,0.418
1,0.62,0.28,0.619,0.542
1,0.62,0.3,0.551,0.492
1,0.62,0.32,0.633,0.527
1,0.62,0.34,0.677,0.479
1,0.62,0.36,0.642,0.492
1,0.62,0.38,0.538,0.565
1,0.62,0.4,0.592,0.48
1,0.62,0.42,0.596,0.459
1,0.62,0.44,0.647,0.557
1,0.62,0.46,0.569,0.534
1,0.62,0.48,0.549,0.561
1,0.62,0.5,0.635,0.54
1,0.62,0.52,0.62,0.536
1,0.62,0.54,0.649,0.527
1,0.62,0.56,0.683,0.407
1,0.62,0.58,0.634,0.477
1,0.62,0.6,0.666,0.402
1,0.62,0.62,0.56,0.535
1,0.62,0.64,0.658,0.496
1,0.62,0.66,0.623,0.491
1,0.62,0.68,0.559,0.54
1,0.62,0.7,0.589,0.442
1,0.62,0.72,0.621,0.514
1,0.62,0.74,0.613,0.515
1,0.62,0.76,0.668,0.442
1,0.62,0.78,0.653,0.565
1,0.62,0.8,0.6,0.528
1,0.62,0.82,0.667,0.568
1,0.62,0.84,0.663,0.454
1,0.62,0.86,0.603,0.534
1,0.62,0.88,0.64,0.556
1,0.62,0.9,0.609,0.508
1,0.62,0.92,0.614,0.552
1,0.62,0.94,0.59,0.515
1,0.62,0.96,0.586,0.489
1,0.62,0.98,0.635,0.551
1,0.62,1,0.609,0.503
1,0.64,0.02,0.607,0.473
1,0.64,0.04,0.677,0.509
