"Repeat","alpha","beta_U","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
2,0.44,0.74,0.848,0.566,0.42,0.27,0.428,0.296
2,0.44,0.76,0.771,0.708,0.401,0.367,0.37,0.341
2,0.44,0.78,0.837,0.69,0.416,0.336,0.421,0.354
2,0.44,0.8,0.837,0.685,0.42,0.349,0.417,0.336
2,0.44,0.82,0.814,0.708,0.411,0.346,0.403,0.362
2,0.44,0.84,0.822,0.662,0.415,0.323,0.407,0.339
2,0.44,0.86,0.815,0.71,0.413,0.353,0.402,0.357
2,0.44,0.88,0.832,0.692,0.408,0.344,0.424,0.348
2,0.44,0.9,0.795,0.724,0.395,0.369,0.4,0.355
2,0.44,0.92,0.809,0.728,0.402,0.373,0.407,0.355
2,0.44,0.94,0.817,0.735,0.421,0.367,0.396,0.368
2,0.44,0.96,0.813,0.711,0.41,0.364,0.403,0.347
2,0.44,0.98,0.831,0.693,0.409,0.345,0.422,0.348
2,0.44,1,0.668,0.816,0.345,0.412,0.323,0.404
2,0.46,0.02,0.38,0.087,0.23,0.042,0.15,0.045
2,0.46,0.04,0.49,0.206,0.259,0.09,0.231,0.116
2,0.46,0.06,0.607,0.281,0.328,0.124,0.279,0.157
2,0.46,0.08,0.567,0.387,0.297,0.173,0.27,0.214
2,0.46,0.1,0.598,0.423,0.32,0.199,0.278,0.224
2,0.46,0.12,0.59,0.477,0.327,0.233,0.263,0.244
2,0.46,0.14,0.672,0.499,0.349,0.242,0.323,0.257
2,0.46,0.16,0.666,0.536,0.352,0.265,0.314,0.271
2,0.46,0.18,0.649,0.493,0.314,0.238,0.335,0.255
2,0.46,0.2,0.722,0.443,0.374,0.22,0.348,0.223
2,0.46,0.22,0.67,0.629,0.351,0.297,0.319,0.332
2,0.46,0.24,0.747,0.518,0.379,0.267,0.368,0.251
2,0.46,0.26,0.772,0.551,0.397,0.26,0.375,0.291
2,0.46,0.28,0.765,0.599,0.393,0.295,0.372,0.304
2,0.46,0.3,0.776,0.518,0.388,0.251,0.388,0.267
2,0.46,0.32,0.779,0.658,0.397,0.322,0.382,0.336
2,0.46,0.34,0.764,0.578,0.394,0.292,0.37,0.286
2,0.46,0.36,0.753,0.665,0.374,0.338,0.379,0.327
2,0.46,0.38,0.737,0.642,0.368,0.321,0.369,0.321
2,0.46,0.4,0.808,0.56,0.403,0.275,0.405,0.285
2,0.46,0.42,0.779,0.648,0.396,0.325,0.383,0.323
2,0.46,0.44,0.733,0.684,0.367,0.341,0.366,0.343
2,0.46,0.46,0.794,0.628,0.403,0.314,0.391,0.314
2,0.46,0.48,0.755,0.716,0.369,0.369,0.386,0.347
2,0.46,0.5,0.801,0.579,0.396,0.286,0.405,0.293
2,0.46,0.52,0.765,0.51,0.39,0.258,0.375,0.252
2,0.46,0.54,0.813,0.692,0.418,0.35,0.395,0.342
2,0.46,0.56,0.848,0.684,0.431,0.335,0.417,0.349
2,0.46,0.58,0.805,0.643,0.405,0.311,0.4,0.332
2,0.46,0.6,0.8,0.695,0.408,0.345,0.392,0.35
2,0.46,0.62,0.823,0.63,0.408,0.31,0.415,0.32
2,0.46,0.64,0.827,0.708,0.409,0.352,0.418,0.356
2,0.46,0.66,0.77,0.724,0.38,0.36,0.39,0.364
2,0.46,0.68,0.716,0.749,0.357,0.369,0.359,0.38
2,0.46,0.7,0.838,0.705,0.42,0.35,0.418,0.355
2,0.46,0.72,0.81,0.698,0.399,0.344,0.411,0.354
2,0.46,0.74,0.818,0.681,0.406,0.353,0.412,0.328
2,0.46,0.76,0.818,0.637,0.403,0.335,0.415,0.302
2,0.46,0.78,0.773,0.744,0.387,0.371,0.386,0.373
2,0.46,0.8,0.829,0.648,0.422,0.317,0.407,0.331
2,0.46,0.82,0.833,0.698,0.41,0.359,0.423,0.339
2,0.46,0.84,0.85,0.65,0.43,0.327,0.42,0.323
2,0.46,0.86,0.824,0.706,0.413,0.34,0.411,0.366
2,0.46,0.88,0.795,0.725,0.397,0.355,0.398,0.37
2,0.46,0.9,0.847,0.708,0.414,0.365,0.433,0.343
2,0.46,0.92,0.808,0.706,0.408,0.346,0.4,0.36
2,0.46,0.94,0.842,0.694,0.42,0.345,0.422,0.349
2,0.46,0.96,0.828,0.72,0.413,0.365,0.415,0.355
2,0.46,0.98,0.818,0.707,0.414,0.353,0.404,0.354
2,0.46,1,0.802,0.721,0.396,0.358,0.406,0.363
2,0.48,0.02,0.426,0.107,0.277,0.06,0.149,0.047
2,0.48,0.04,0.539,0.239,0.319,0.109,0.22,0.13
2,0.48,0.06,0.551,0.291,0.31,0.157,0.241,0.134
2,0.48,0.08,0.584,0.411,0.333,0.216,0.251,0.195
2,0.48,0.1,0.593,0.408,0.306,0.204,0.287,0.204
2,0.48,0.12,0.613,0.402,0.343,0.191,0.27,0.211
2,0.48,0.14,0.596,0.475,0.327,0.242,0.269,0.233
2,0.48,0.16,0.64,0.535,0.337,0.274,0.303,0.261
2,0.48,0.18,0.689,0.484,0.361,0.25,0.328,0.234
2,0.48,0.2,0.596,0.577,0.312,0.296,0.284,0.281
2,0.48,0.22,0.685,0.497,0.361,0.272,0.324,0.225
2,0.48,0.24,0.745,0.464,0.392,0.237,0.353,0.227
2,0.48,0.26,0.705,0.569,0.364,0.29,0.341,0.279
2,0.48,0.28,0.711,0.603,0.376,0.298,0.335,0.305
2,0.48,0.3,0.785,0.621,0.401,0.313,0.384,0.308
2,0.48,0.32,0.752,0.613,0.391,0.307,0.361,0.306
2,0.48,0.34,0.709,0.611,0.363,0.304,0.346,0.307
2,0.48,0.36,0.712,0.564,0.369,0.285,0.343,0.279
2,0.48,0.38,0.738,0.653,0.378,0.327,0.36,0.326
2,0.48,0.4,0.803,0.499,0.406,0.245,0.397,0.254
2,0.48,0.42,0.792,0.624,0.413,0.306,0.379,0.318
2,0.48,0.44,0.804,0.671,0.408,0.334,0.396,0.337
2,0.48,0.46,0.763,0.651,0.391,0.319,0.372,0.332
2,0.48,0.48,0.824,0.712,0.407,0.357,0.417,0.355
2,0.48,0.5,0.813,0.663,0.406,0.338,0.407,0.325
2,0.48,0.52,0.801,0.689,0.401,0.353,0.4,0.336
2,0.48,0.54,0.786,0.637,0.395,0.305,0.391,0.332
2,0.48,0.56,0.828,0.643,0.412,0.319,0.416,0.324
2,0.48,0.58,0.839,0.646,0.42,0.309,0.419,0.337
2,0.48,0.6,0.788,0.744,0.404,0.372,0.384,0.372
2,0.48,0.62,0.781,0.656,0.403,0.321,0.378,0.335
2,0.48,0.64,0.805,0.682,0.407,0.342,0.398,0.34
2,0.48,0.66,0.792,0.678,0.39,0.336,0.402,0.342
2,0.48,0.68,0.826,0.677,0.417,0.333,0.409,0.344
2,0.48,0.7,0.796,0.678,0.407,0.331,0.389,0.347
2,0.48,0.72,0.823,0.661,0.412,0.328,0.411,0.333
2,0.48,0.74,0.78,0.704,0.407,0.342,0.373,0.362
2,0.48,0.76,0.844,0.67,0.423,0.337,0.421,0.333
2,0.48,0.78,0.815,0.705,0.411,0.36,0.404,0.345
2,0.48,0.8,0.783,0.692,0.394,0.345,0.389,0.347
2,0.48,0.82,0.846,0.695,0.423,0.344,0.423,0.351
2,0.48,0.84,0.82,0.674,0.406,0.344,0.414,0.33
2,0.48,0.86,0.839,0.679,0.416,0.334,0.423,0.345
2,0.48,0.88,0.838,0.692,0.415,0.353,0.423,0.339
2,0.48,0.9,0.816,0.666,0.417,0.336,0.399,0.33
2,0.48,0.92,0.828,0.713,0.416,0.372,0.412,0.341
2,0.48,0.94,0.813,0.699,0.415,0.351,0.398,0.348
2,0.48,0.96,0.828,0.719,0.408,0.36,0.42,0.359
2,0.48,0.98,0.842,0.732,0.42,0.369,0.422,0.363
2,0.48,1,0.819,0.73,0.414,0.378,0.405,0.352
2,0.5,0.02,0.405,0.123,0.251,0.058,0.154,0.065
2,0.5,0.04,0.489,0.212,0.277,0.097,0.212,0.115
2,0.5,0.06,0.49,0.255,0.281,0.123,0.209,0.132
2,0.5,0.08,0.6,0.303,0.324,0.145,0.276,0.158
2,0.5,0.1,0.649,0.438,0.338,0.214,0.311,0.224
2,0.5,0.12,0.666,0.447,0.351,0.215,0.315,0.232
2,0.5,0.14,0.637,0.447,0.329,0.222,0.308,0.225
2,0.5,0.16,0.673,0.447,0.351,0.215,0.322,0.232
2,0.5,0.18,0.695,0.416,0.367,0.195,0.328,0.221
2,0.5,0.2,0.701,0.502,0.365,0.234,0.336,0.268
2,0.5,0.22,0.699,0.523,0.359,0.257,0.34,0.266
2,0.5,0.24,0.695,0.542,0.349,0.258,0.346,0.284
2,0.5,0.26,0.763,0.618,0.388,0.3,0.375,0.318
2,0.5,0.28,0.781,0.578,0.391,0.296,0.39,0.282
2,0.5,0.3,0.726,0.592,0.36,0.299,0.366,0.293
2,0.5,0.32,0.755,0.566,0.391,0.279,0.364,0.287
2,0.5,0.34,0.776,0.55,0.399,0.28,0.377,0.27
2,0.5,0.36,0.795,0.593,0.405,0.293,0.39,0.3
2,0.5,0.38,0.792,0.475,0.402,0.231,0.39,0.244
2,0.5,0.4,0.763,0.624,0.385,0.297,0.378,0.327
2,0.5,0.42,0.769,0.683,0.387,0.339,0.382,0.344
2,0.5,0.44,0.704,0.702,0.361,0.352,0.343,0.35
2,0.5,0.46,0.729,0.698,0.381,0.333,0.348,0.365
2,0.5,0.48,0.77,0.626,0.381,0.318,0.389,0.308
2,0.5,0.5,0.782,0.691,0.392,0.363,0.39,0.328
2,0.5,0.52,0.741,0.693,0.373,0.35,0.368,0.343
2,0.5,0.54,0.735,0.675,0.387,0.335,0.348,0.34
2,0.5,0.56,0.777,0.657,0.401,0.337,0.376,0.32
2,0.5,0.58,0.842,0.624,0.423,0.309,0.419,0.315
2,0.5,0.6,0.811,0.656,0.396,0.314,0.415,0.342
2,0.5,0.62,0.782,0.692,0.399,0.327,0.383,0.365
2,0.5,0.64,0.813,0.689,0.4,0.349,0.413,0.34
2,0.5,0.66,0.768,0.748,0.393,0.365,0.375,0.383
2,0.5,0.68,0.787,0.73,0.406,0.364,0.381,0.366
2,0.5,0.7,0.796,0.735,0.394,0.36,0.402,0.375
2,0.5,0.72,0.811,0.64,0.411,0.314,0.4,0.326
2,0.5,0.74,0.786,0.705,0.402,0.353,0.384,0.352
2,0.5,0.76,0.823,0.665,0.406,0.335,0.417,0.33
2,0.5,0.78,0.856,0.671,0.432,0.347,0.424,0.324
2,0.5,0.8,0.812,0.714,0.411,0.354,0.401,0.36
2,0.5,0.82,0.823,0.661,0.415,0.331,0.408,0.33
2,0.5,0.84,0.747,0.766,0.381,0.385,0.366,0.381
2,0.5,0.86,0.799,0.686,0.407,0.328,0.392,0.358
2,0.5,0.88,0.824,0.693,0.408,0.352,0.416,0.341
2,0.5,0.9,0.815,0.699,0.41,0.354,0.405,0.345
2,0.5,0.92,0.816,0.71,0.409,0.368,0.407,0.342
2,0.5,0.94,0.809,0.728,0.402,0.37,0.407,0.358
2,0.5,0.96,0.82,0.68,0.406,0.348,0.414,0.332
2,0.5,0.98,0.804,0.661,0.402,0.342,0.402,0.319
2,0.5,1,0.824,0.719,0.41,0.366,0.414,0.353
2,0.52,0.02,0.422,0.1,0.265,0.054,0.157,0.046
2,0.52,0.04,0.51,0.272,0.286,0.128,0.224,0.144
2,0.52,0.06,0.588,0.263,0.316,0.132,0.272,0.131
2,0.52,0.08,0.566,0.296,0.302,0.135,0.264,0.161
2,0.52,0.1,0.572,0.398,0.3,0.199,0.272,0.199
2,0.52,0.12,0.659,0.378,0.353,0.178,0.306,0.2
2,0.52,0.14,0.693,0.435,0.36,0.211,0.333,0.224
2,0.52,0.16,0.687,0.507,0.355,0.253,0.332,0.254
2,0.52,0.18,0.686,0.487,0.346,0.228,0.34,0.259
2,0.52,0.2,0.65,0.561,0.34,0.278,0.31,0.283
2,0.52,0.22,0.707,0.507,0.364,0.259,0.343,0.248
2,0.52,0.24,0.691,0.526,0.36,0.266,0.331,0.26
2,0.52,0.26,0.763,0.431,0.378,0.221,0.385,0.21
2,0.52,0.28,0.751,0.589,0.395,0.292,0.356,0.297
2,0.52,0.3,0.656,0.652,0.342,0.322,0.314,0.33
2,0.52,0.32,0.72,0.57,0.371,0.276,0.349,0.294
2,0.52,0.34,0.799,0.528,0.399,0.255,0.4,0.273
2,0.52,0.36,0.751,0.665,0.382,0.344,0.369,0.321
2,0.52,0.38,0.763,0.593,0.401,0.295,0.362,0.298
2,0.52,0.4,0.792,0.675,0.406,0.328,0.386,0.347
2,0.52,0.42,0.804,0.519,0.399,0.242,0.405,0.277
2,0.52,0.44,0.723,0.668,0.369,0.334,0.354,0.334
2,0.52,0.46,0.739,0.616,0.38,0.307,0.359,0.309
2,0.52,0.48,0.755,0.698,0.397,0.346,0.358,0.352
2,0.52,0.5,0.764,0.659,0.386,0.324,0.378,0.335
2,0.52,0.52,0.81,0.647,0.414,0.33,0.396,0.317
2,0.52,0.54,0.754,0.703,0.39,0.345,0.364,0.358
2,0.52,0.56,0.746,0.707,0.381,0.353,0.365,0.354
2,0.52,0.58,0.755,0.737,0.39,0.362,0.365,0.375
2,0.52,0.6,0.778,0.638,0.385,0.316,0.393,0.322
2,0.52,0.62,0.809,0.662,0.411,0.34,0.398,0.322
2,0.52,0.64,0.826,0.7,0.422,0.345,0.404,0.355
2,0.52,0.66,0.799,0.677,0.406,0.333,0.393,0.344
2,0.52,0.68,0.808,0.69,0.41,0.352,0.398,0.338
2,0.52,0.7,0.789,0.698,0.401,0.34,0.388,0.358
2,0.52,0.72,0.832,0.697,0.42,0.339,0.412,0.358
2,0.52,0.74,0.788,0.66,0.397,0.33,0.391,0.33
2,0.52,0.76,0.823,0.549,0.42,0.282,0.403,0.267
2,0.52,0.78,0.81,0.622,0.39,0.316,0.42,0.306
2,0.52,0.8,0.81,0.721,0.402,0.363,0.408,0.358
2,0.52,0.82,0.823,0.629,0.41,0.316,0.413,0.313
2,0.52,0.84,0.76,0.755,0.38,0.386,0.38,0.369
2,0.52,0.86,0.815,0.689,0.406,0.34,0.409,0.349
2,0.52,0.88,0.805,0.709,0.408,0.349,0.397,0.36
2,0.52,0.9,0.813,0.657,0.412,0.324,0.401,0.333
2,0.52,0.92,0.814,0.723,0.4,0.364,0.414,0.359
2,0.52,0.94,0.819,0.73,0.41,0.357,0.409,0.373
2,0.52,0.96,0.744,0.76,0.374,0.392,0.37,0.368
2,0.52,0.98,0.863,0.658,0.428,0.352,0.435,0.306
2,0.52,1,0.829,0.682,0.415,0.336,0.414,0.346
2,0.54,0.02,0.375,0.078,0.226,0.038,0.149,0.04
2,0.54,0.04,0.501,0.232,0.295,0.121,0.206,0.111
2,0.54,0.06,0.574,0.307,0.324,0.149,0.25,0.158
2,0.54,0.08,0.542,0.327,0.3,0.164,0.242,0.163
2,0.54,0.1,0.557,0.375,0.306,0.187,0.251,0.188
2,0.54,0.12,0.615,0.383,0.326,0.179,0.289,0.204
2,0.54,0.14,0.631,0.462,0.326,0.223,0.305,0.239
2,0.54,0.16,0.678,0.45,0.367,0.215,0.311,0.235
2,0.54,0.18,0.706,0.56,0.362,0.272,0.344,0.288
2,0.54,0.2,0.697,0.485,0.345,0.24,0.352,0.245
2,0.54,0.22,0.693,0.57,0.354,0.274,0.339,0.296
2,0.54,0.24,0.755,0.621,0.386,0.314,0.369,0.307
2,0.54,0.26,0.748,0.602,0.381,0.287,0.367,0.315
2,0.54,0.28,0.72,0.528,0.377,0.268,0.343,0.26
2,0.54,0.3,0.733,0.592,0.38,0.295,0.353,0.297
2,0.54,0.32,0.73,0.618,0.38,0.311,0.35,0.307
2,0.54,0.34,0.718,0.504,0.363,0.257,0.355,0.247
2,0.54,0.36,0.716,0.611,0.358,0.305,0.358,0.306
2,0.54,0.38,0.759,0.541,0.39,0.275,0.369,0.266
2,0.54,0.4,0.748,0.681,0.391,0.342,0.357,0.339
2,0.54,0.42,0.753,0.676,0.379,0.336,0.374,0.34
2,0.54,0.44,0.762,0.69,0.39,0.363,0.372,0.327
2,0.54,0.46,0.807,0.56,0.415,0.289,0.392,0.271
2,0.54,0.48,0.752,0.669,0.376,0.339,0.376,0.33
2,0.54,0.5,0.802,0.656,0.384,0.339,0.418,0.317
2,0.54,0.52,0.749,0.717,0.38,0.348,0.369,0.369
2,0.54,0.54,0.768,0.599,0.38,0.304,0.388,0.295
2,0.54,0.56,0.811,0.526,0.393,0.259,0.418,0.267
2,0.54,0.58,0.782,0.672,0.401,0.331,0.381,0.341
2,0.54,0.6,0.798,0.652,0.405,0.335,0.393,0.317
2,0.54,0.62,0.791,0.553,0.402,0.271,0.389,0.282
2,0.54,0.64,0.769,0.735,0.375,0.37,0.394,0.365
2,0.54,0.66,0.799,0.652,0.396,0.327,0.403,0.325
2,0.54,0.68,0.823,0.674,0.419,0.332,0.404,0.342
2,0.54,0.7,0.789,0.64,0.401,0.312,0.388,0.328
2,0.54,0.72,0.779,0.726,0.398,0.36,0.381,0.366
2,0.54,0.74,0.802,0.672,0.405,0.333,0.397,0.339
2,0.54,0.76,0.799,0.709,0.397,0.362,0.402,0.347
2,0.54,0.78,0.809,0.669,0.409,0.317,0.4,0.352
2,0.54,0.8,0.813,0.705,0.421,0.346,0.392,0.359
2,0.54,0.82,0.826,0.668,0.42,0.339,0.406,0.329
2,0.54,0.84,0.835,0.672,0.422,0.325,0.413,0.347
2,0.54,0.86,0.821,0.694,0.42,0.343,0.401,0.351
2,0.54,0.88,0.816,0.729,0.4,0.361,0.416,0.368
2,0.54,0.9,0.823,0.662,0.416,0.321,0.407,0.341
2,0.54,0.92,0.828,0.723,0.411,0.363,0.417,0.36
2,0.54,0.94,0.825,0.736,0.414,0.366,0.411,0.37
2,0.54,0.96,0.822,0.661,0.406,0.319,0.416,0.342
2,0.54,0.98,0.824,0.727,0.417,0.361,0.407,0.366
2,0.54,1,0.816,0.672,0.416,0.344,0.4,0.328
2,0.56,0.02,0.391,0.12,0.241,0.061,0.15,0.059
2,0.56,0.04,0.491,0.247,0.283,0.128,0.208,0.119
2,0.56,0.06,0.531,0.288,0.3,0.141,0.231,0.147
2,0.56,0.08,0.615,0.372,0.339,0.189,0.276,0.183
2,0.56,0.1,0.641,0.327,0.333,0.166,0.308,0.161
2,0.56,0.12,0.63,0.39,0.331,0.189,0.299,0.201
2,0.56,0.14,0.643,0.448,0.346,0.229,0.297,0.219
2,0.56,0.16,0.633,0.435,0.334,0.234,0.299,0.201
2,0.56,0.18,0.65,0.535,0.355,0.279,0.295,0.256
2,0.56,0.2,0.746,0.546,0.38,0.262,0.366,0.284
2,0.56,0.22,0.676,0.53,0.35,0.267,0.326,0.263
2,0.56,0.24,0.688,0.471,0.356,0.238,0.332,0.233
2,0.56,0.26,0.725,0.572,0.374,0.285,0.351,0.287
2,0.56,0.28,0.737,0.532,0.369,0.268,0.368,0.264
2,0.56,0.3,0.749,0.607,0.375,0.306,0.374,0.301
2,0.56,0.32,0.741,0.597,0.375,0.293,0.366,0.304
2,0.56,0.34,0.787,0.576,0.408,0.276,0.379,0.3
2,0.56,0.36,0.772,0.579,0.399,0.283,0.373,0.296
2,0.56,0.38,0.722,0.661,0.373,0.324,0.349,0.337
2,0.56,0.4,0.8,0.562,0.411,0.275,0.389,0.287
2,0.56,0.42,0.764,0.669,0.387,0.316,0.377,0.353
2,0.56,0.44,0.766,0.603,0.388,0.301,0.378,0.302
2,0.56,0.46,0.782,0.616,0.398,0.328,0.384,0.288
2,0.56,0.48,0.759,0.642,0.386,0.324,0.373,0.318
2,0.56,0.5,0.786,0.658,0.392,0.325,0.394,0.333
2,0.56,0.52,0.717,0.674,0.362,0.332,0.355,0.342
2,0.56,0.54,0.764,0.713,0.386,0.367,0.378,0.346
2,0.56,0.56,0.773,0.692,0.395,0.346,0.378,0.346
2,0.56,0.58,0.799,0.569,0.411,0.29,0.388,0.279
2,0.56,0.6,0.795,0.666,0.401,0.331,0.394,0.335
2,0.56,0.62,0.782,0.693,0.414,0.343,0.368,0.35
2,0.56,0.64,0.813,0.688,0.408,0.348,0.405,0.34
2,0.56,0.66,0.768,0.685,0.385,0.345,0.383,0.34
2,0.56,0.68,0.815,0.671,0.41,0.331,0.405,0.34
2,0.56,0.7,0.784,0.66,0.392,0.323,0.392,0.337
2,0.56,0.72,0.776,0.713,0.388,0.354,0.388,0.359
2,0.56,0.74,0.797,0.684,0.394,0.347,0.403,0.337
2,0.56,0.76,0.81,0.705,0.4,0.357,0.41,0.348
2,0.56,0.78,0.813,0.706,0.403,0.359,0.41,0.347
2,0.56,0.8,0.78,0.72,0.393,0.358,0.387,0.362
2,0.56,0.82,0.8,0.699,0.406,0.349,0.394,0.35
2,0.56,0.84,0.766,0.742,0.381,0.37,0.385,0.372
2,0.56,0.86,0.76,0.7,0.387,0.354,0.373,0.346
2,0.56,0.88,0.822,0.696,0.41,0.352,0.412,0.344
2,0.56,0.9,0.828,0.589,0.415,0.284,0.413,0.305
2,0.56,0.92,0.813,0.721,0.397,0.364,0.416,0.357
2,0.56,0.94,0.771,0.686,0.371,0.341,0.4,0.345
2,0.56,0.96,0.847,0.701,0.428,0.348,0.419,0.353
2,0.56,0.98,0.821,0.658,0.404,0.33,0.417,0.328
2,0.56,1,0.791,0.721,0.4,0.369,0.391,0.352
2,0.58,0.02,0.43,0.15,0.258,0.074,0.172,0.076
2,0.58,0.04,0.505,0.22,0.298,0.104,0.207,0.116
2,0.58,0.06,0.515,0.299,0.278,0.122,0.237,0.177
2,0.58,0.08,0.602,0.405,0.336,0.196,0.266,0.209
2,0.58,0.1,0.622,0.321,0.33,0.156,0.292,0.165
2,0.58,0.12,0.649,0.415,0.342,0.205,0.307,0.21
2,0.58,0.14,0.653,0.484,0.339,0.249,0.314,0.235
2,0.58,0.16,0.648,0.425,0.346,0.212,0.302,0.213
2,0.58,0.18,0.655,0.532,0.328,0.258,0.327,0.274
2,0.58,0.2,0.67,0.44,0.355,0.207,0.315,0.233
2,0.58,0.22,0.703,0.552,0.358,0.264,0.345,0.288
2,0.58,0.24,0.726,0.547,0.381,0.279,0.345,0.268
2,0.58,0.26,0.762,0.546,0.388,0.27,0.374,0.276
2,0.58,0.28,0.749,0.558,0.377,0.28,0.372,0.278
2,0.58,0.3,0.762,0.561,0.383,0.275,0.379,0.286
2,0.58,0.32,0.764,0.509,0.391,0.259,0.373,0.25
2,0.58,0.34,0.731,0.579,0.371,0.295,0.36,0.284
2,0.58,0.36,0.75,0.579,0.388,0.282,0.362,0.297
2,0.58,0.38,0.796,0.582,0.409,0.286,0.387,0.296
2,0.58,0.4,0.74,0.648,0.374,0.322,0.366,0.326
2,0.58,0.42,0.774,0.601,0.393,0.298,0.381,0.303
2,0.58,0.44,0.789,0.631,0.408,0.313,0.381,0.318
2,0.58,0.46,0.735,0.69,0.376,0.345,0.359,0.345
2,0.58,0.48,0.785,0.591,0.399,0.307,0.386,0.284
2,0.58,0.5,0.836,0.666,0.414,0.332,0.422,0.334
2,0.58,0.52,0.792,0.611,0.401,0.314,0.391,0.297
2,0.58,0.54,0.822,0.64,0.413,0.307,0.409,0.333
2,0.58,0.56,0.796,0.652,0.405,0.322,0.391,0.33
2,0.58,0.58,0.822,0.67,0.421,0.33,0.401,0.34
2,0.58,0.6,0.756,0.713,0.385,0.367,0.371,0.346
2,0.58,0.62,0.811,0.615,0.418,0.306,0.393,0.309
2,0.58,0.64,0.825,0.669,0.41,0.323,0.415,0.346
2,0.58,0.66,0.793,0.65,0.388,0.318,0.405,0.332
2,0.58,0.68,0.772,0.707,0.399,0.356,0.373,0.351
2,0.58,0.7,0.791,0.662,0.396,0.328,0.395,0.334
2,0.58,0.72,0.812,0.677,0.413,0.334,0.399,0.343
2,0.58,0.74,0.781,0.712,0.391,0.362,0.39,0.35
2,0.58,0.76,0.816,0.705,0.42,0.353,0.396,0.352
2,0.58,0.78,0.821,0.681,0.406,0.341,0.415,0.34
2,0.58,0.8,0.792,0.689,0.397,0.342,0.395,0.347
2,0.58,0.82,0.847,0.6,0.423,0.303,0.424,0.297
2,0.58,0.84,0.804,0.727,0.409,0.361,0.395,0.366
2,0.58,0.86,0.829,0.707,0.402,0.359,0.427,0.348
2,0.58,0.88,0.834,0.691,0.431,0.35,0.403,0.341
2,0.58,0.9,0.822,0.694,0.408,0.348,0.414,0.346
2,0.58,0.92,0.804,0.729,0.402,0.369,0.402,0.36
2,0.58,0.94,0.812,0.678,0.401,0.338,0.411,0.34
2,0.58,0.96,0.828,0.705,0.424,0.349,0.404,0.356
2,0.58,0.98,0.824,0.701,0.413,0.356,0.411,0.345
2,0.58,1,0.842,0.706,0.416,0.356,0.426,0.35
2,0.6,0.02,0.4,0.126,0.239,0.062,0.161,0.064
2,0.6,0.04,0.507,0.187,0.302,0.093,0.205,0.094
2,0.6,0.06,0.497,0.259,0.286,0.124,0.211,0.135
2,0.6,0.08,0.54,0.319,0.309,0.149,0.231,0.17
2,0.6,0.1,0.612,0.277,0.331,0.155,0.281,0.122
2,0.6,0.12,0.641,0.48,0.347,0.23,0.294,0.25
2,0.6,0.14,0.619,0.397,0.316,0.192,0.303,0.205
2,0.6,0.16,0.664,0.492,0.346,0.267,0.318,0.225
2,0.6,0.18,0.7,0.359,0.369,0.17,0.331,0.189
2,0.6,0.2,0.68,0.426,0.346,0.204,0.334,0.222
2,0.6,0.22,0.742,0.562,0.378,0.287,0.364,0.275
2,0.6,0.24,0.751,0.412,0.381,0.208,0.37,0.204
2,0.6,0.26,0.719,0.546,0.364,0.271,0.355,0.275
2,0.6,0.28,0.731,0.553,0.376,0.278,0.355,0.275
2,0.6,0.3,0.714,0.603,0.375,0.31,0.339,0.293
2,0.6,0.32,0.696,0.549,0.359,0.273,0.337,0.276
2,0.6,0.34,0.656,0.636,0.344,0.322,0.312,0.314
2,0.6,0.36,0.694,0.647,0.363,0.32,0.331,0.327
2,0.6,0.38,0.755,0.589,0.38,0.289,0.375,0.3
2,0.6,0.4,0.765,0.597,0.385,0.297,0.38,0.3
2,0.6,0.42,0.753,0.628,0.375,0.311,0.378,0.317
2,0.6,0.44,0.734,0.641,0.377,0.325,0.357,0.316
2,0.6,0.46,0.813,0.559,0.415,0.282,0.398,0.277
2,0.6,0.48,0.809,0.604,0.411,0.295,0.398,0.309
2,0.6,0.5,0.793,0.63,0.397,0.313,0.396,0.317
2,0.6,0.52,0.762,0.669,0.38,0.329,0.382,0.34
2,0.6,0.54,0.796,0.645,0.407,0.321,0.389,0.324
2,0.6,0.56,0.799,0.666,0.399,0.327,0.4,0.339
2,0.6,0.58,0.79,0.683,0.397,0.338,0.393,0.345
2,0.6,0.6,0.787,0.675,0.398,0.353,0.389,0.322
2,0.6,0.62,0.805,0.616,0.403,0.297,0.402,0.319
2,0.6,0.64,0.75,0.73,0.381,0.372,0.369,0.358
2,0.6,0.66,0.809,0.715,0.405,0.341,0.404,0.374
2,0.6,0.68,0.816,0.711,0.415,0.356,0.401,0.355
2,0.6,0.7,0.826,0.663,0.415,0.327,0.411,0.336
2,0.6,0.72,0.808,0.66,0.4,0.339,0.408,0.321
2,0.6,0.74,0.793,0.678,0.405,0.336,0.388,0.342
2,0.6,0.76,0.783,0.608,0.397,0.312,0.386,0.296
2,0.6,0.78,0.827,0.696,0.41,0.34,0.417,0.356
2,0.6,0.8,0.789,0.665,0.398,0.331,0.391,0.334
2,0.6,0.82,0.844,0.62,0.425,0.32,0.419,0.3
2,0.6,0.84,0.825,0.684,0.427,0.338,0.398,0.346
2,0.6,0.86,0.835,0.717,0.418,0.367,0.417,0.35
2,0.6,0.88,0.8,0.685,0.398,0.352,0.402,0.333
2,0.6,0.9,0.824,0.675,0.426,0.323,0.398,0.352
2,0.6,0.92,0.822,0.706,0.419,0.354,0.403,0.352
