"ratio","theta","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
0.88,0.75,0.704,0.461,0.625,0.406,0.079,0.055
0.88,0.76,0.695,0.464,0.62,0.419,0.075,0.045
0.88,0.77,0.674,0.498,0.597,0.445,0.077,0.053
0.88,0.78,0.728,0.486,0.647,0.427,0.081,0.059
0.88,0.79,0.704,0.502,0.63,0.44,0.074,0.062
0.88,0.8,0.706,0.497,0.625,0.434,0.081,0.063
0.88,0.81,0.713,0.475,0.64,0.415,0.073,0.06
0.88,0.82,0.723,0.491,0.642,0.434,0.081,0.057
0.88,0.83,0.696,0.492,0.623,0.429,0.073,0.063
0.88,0.84,0.692,0.515,0.615,0.45,0.077,0.065
0.88,0.85,0.713,0.472,0.647,0.413,0.066,0.059
0.88,0.86,0.687,0.492,0.616,0.423,0.071,0.069
0.88,0.87,0.706,0.476,0.62,0.414,0.086,0.062
0.88,0.88,0.689,0.458,0.617,0.398,0.072,0.06
0.88,0.89,0.717,0.466,0.637,0.397,0.08,0.069
0.88,0.9,0.718,0.477,0.65,0.421,0.068,0.056
0.88,0.91,0.729,0.501,0.649,0.437,0.08,0.064
0.88,0.92,0.691,0.48,0.617,0.418,0.074,0.062
0.88,0.93,0.727,0.512,0.644,0.439,0.083,0.073
0.88,0.94,0.727,0.466,0.651,0.411,0.076,0.055
0.88,0.95,0.684,0.453,0.606,0.392,0.078,0.061
0.88,0.96,0.703,0.483,0.628,0.414,0.075,0.069
0.88,0.97,0.716,0.483,0.648,0.425,0.068,0.058
0.88,0.98,0.69,0.455,0.62,0.406,0.07,0.049
0.88,0.99,0.699,0.47,0.63,0.418,0.069,0.052
0.9,0.5,0.68,0.476,0.605,0.426,0.075,0.05
0.9,0.51,0.705,0.506,0.636,0.454,0.069,0.052
0.9,0.52,0.701,0.504,0.624,0.459,0.077,0.045
0.9,0.53,0.655,0.464,0.585,0.426,0.07,0.038
0.9,0.54,0.669,0.456,0.61,0.417,0.059,0.039
0.9,0.55,0.662,0.494,0.591,0.445,0.071,0.049
0.9,0.56,0.677,0.459,0.612,0.41,0.065,0.049
0.9,0.57,0.693,0.461,0.615,0.41,0.078,0.051
0.9,0.58,0.694,0.487,0.631,0.435,0.063,0.052
0.9,0.59,0.698,0.484,0.631,0.428,0.067,0.056
0.9,0.6,0.722,0.473,0.651,0.429,0.071,0.044
0.9,0.61,0.694,0.527,0.619,0.478,0.075,0.049
0.9,0.62,0.688,0.475,0.621,0.432,0.067,0.043
0.9,0.63,0.702,0.484,0.637,0.433,0.065,0.051
0.9,0.64,0.687,0.467,0.629,0.422,0.058,0.045
0.9,0.65,0.689,0.458,0.619,0.409,0.07,0.049
0.9,0.66,0.698,0.494,0.64,0.442,0.058,0.052
0.9,0.67,0.712,0.512,0.649,0.457,0.063,0.055
0.9,0.68,0.684,0.447,0.624,0.401,0.06,0.046
0.9,0.69,0.666,0.511,0.604,0.467,0.062,0.044
0.9,0.7,0.678,0.453,0.618,0.396,0.06,0.057
0.9,0.71,0.716,0.493,0.652,0.442,0.064,0.051
0.9,0.72,0.696,0.451,0.628,0.4,0.068,0.051
0.9,0.73,0.695,0.491,0.63,0.441,0.065,0.05
0.9,0.74,0.675,0.482,0.618,0.437,0.057,0.045
0.9,0.75,0.688,0.474,0.631,0.42,0.057,0.054
0.9,0.76,0.675,0.461,0.619,0.406,0.056,0.055
0.9,0.77,0.737,0.482,0.663,0.426,0.074,0.056
0.9,0.78,0.712,0.463,0.641,0.416,0.071,0.047
0.9,0.79,0.711,0.458,0.644,0.411,0.067,0.047
0.9,0.8,0.695,0.451,0.634,0.404,0.061,0.047
0.9,0.81,0.706,0.503,0.642,0.453,0.064,0.05
0.9,0.82,0.68,0.468,0.612,0.409,0.068,0.059
0.9,0.83,0.721,0.487,0.662,0.436,0.059,0.051
0.9,0.84,0.689,0.458,0.631,0.41,0.058,0.048
0.9,0.85,0.703,0.49,0.643,0.442,0.06,0.048
0.9,0.86,0.714,0.462,0.651,0.416,0.063,0.046
0.9,0.87,0.72,0.496,0.655,0.444,0.065,0.052
0.9,0.88,0.699,0.509,0.637,0.454,0.062,0.055
0.9,0.89,0.734,0.449,0.678,0.407,0.056,0.042
0.9,0.9,0.712,0.509,0.646,0.456,0.066,0.053
0.9,0.91,0.698,0.499,0.639,0.449,0.059,0.05
0.9,0.92,0.706,0.512,0.645,0.457,0.061,0.055
0.9,0.93,0.701,0.458,0.638,0.414,0.063,0.044
0.9,0.94,0.705,0.475,0.649,0.426,0.056,0.049
0.9,0.95,0.695,0.458,0.639,0.405,0.056,0.053
0.9,0.96,0.718,0.496,0.652,0.448,0.066,0.048
0.9,0.97,0.694,0.458,0.638,0.419,0.056,0.039
0.9,0.98,0.72,0.469,0.657,0.425,0.063,0.044
0.9,0.99,0.704,0.503,0.645,0.452,0.059,0.051
0.92,0.5,0.669,0.48,0.612,0.44,0.057,0.04
0.92,0.51,0.677,0.486,0.62,0.447,0.057,0.039
0.92,0.52,0.674,0.479,0.625,0.441,0.049,0.038
0.92,0.53,0.674,0.506,0.615,0.466,0.059,0.04
0.92,0.54,0.716,0.489,0.661,0.451,0.055,0.038
0.92,0.55,0.692,0.482,0.634,0.438,0.058,0.044
0.92,0.56,0.664,0.444,0.616,0.408,0.048,0.036
0.92,0.57,0.666,0.446,0.613,0.408,0.053,0.038
0.92,0.58,0.715,0.487,0.664,0.445,0.051,0.042
0.92,0.59,0.703,0.501,0.645,0.462,0.058,0.039
0.92,0.6,0.675,0.444,0.623,0.407,0.052,0.037
0.92,0.61,0.681,0.463,0.623,0.426,0.058,0.037
0.92,0.62,0.686,0.511,0.629,0.463,0.057,0.048
0.92,0.63,0.691,0.495,0.636,0.458,0.055,0.037
0.92,0.64,0.704,0.498,0.653,0.453,0.051,0.045
0.92,0.65,0.703,0.516,0.644,0.472,0.059,0.044
0.92,0.66,0.685,0.452,0.628,0.412,0.057,0.04
0.92,0.67,0.724,0.499,0.667,0.454,0.057,0.045
0.92,0.68,0.7,0.49,0.644,0.446,0.056,0.044
0.92,0.69,0.72,0.493,0.664,0.449,0.056,0.044
0.92,0.7,0.693,0.414,0.642,0.38,0.051,0.034
0.92,0.71,0.726,0.478,0.671,0.445,0.055,0.033
0.92,0.72,0.701,0.481,0.652,0.441,0.049,0.04
0.92,0.73,0.692,0.479,0.643,0.439,0.049,0.04
0.92,0.74,0.702,0.462,0.65,0.431,0.052,0.031
0.92,0.75,0.708,0.518,0.651,0.479,0.057,0.039
0.92,0.76,0.697,0.476,0.644,0.437,0.053,0.039
0.92,0.77,0.71,0.463,0.657,0.431,0.053,0.032
0.92,0.78,0.69,0.446,0.635,0.413,0.055,0.033
0.92,0.79,0.684,0.454,0.634,0.419,0.05,0.035
0.92,0.8,0.71,0.46,0.661,0.425,0.049,0.035
0.92,0.81,0.706,0.457,0.653,0.414,0.053,0.043
0.92,0.82,0.689,0.436,0.639,0.404,0.05,0.032
0.92,0.83,0.67,0.47,0.624,0.434,0.046,0.036
0.92,0.84,0.709,0.478,0.656,0.433,0.053,0.045
0.92,0.85,0.689,0.484,0.632,0.442,0.057,0.042
0.92,0.86,0.695,0.449,0.64,0.416,0.055,0.033
0.92,0.87,0.705,0.496,0.654,0.455,0.051,0.041
0.92,0.88,0.692,0.47,0.644,0.435,0.048,0.035
0.92,0.89,0.702,0.471,0.653,0.43,0.049,0.041
0.92,0.9,0.738,0.477,0.682,0.443,0.056,0.034
0.92,0.91,0.705,0.479,0.659,0.438,0.046,0.041
0.92,0.92,0.718,0.505,0.67,0.469,0.048,0.036
0.92,0.93,0.728,0.477,0.675,0.439,0.053,0.038
0.92,0.94,0.714,0.499,0.669,0.458,0.045,0.041
0.92,0.95,0.687,0.485,0.643,0.451,0.044,0.034
0.92,0.96,0.711,0.462,0.664,0.421,0.047,0.041
0.92,0.97,0.726,0.449,0.678,0.405,0.048,0.044
0.92,0.98,0.7,0.472,0.655,0.432,0.045,0.04
0.92,0.99,0.704,0.489,0.649,0.446,0.055,0.043
0.94,0.5,0.67,0.448,0.613,0.407,0.057,0.041
0.94,0.51,0.642,0.462,0.585,0.426,0.057,0.036
0.94,0.52,0.678,0.472,0.628,0.432,0.05,0.04
0.94,0.53,0.651,0.48,0.6,0.437,0.051,0.043
0.94,0.54,0.68,0.479,0.63,0.441,0.05,0.038
0.94,0.55,0.709,0.487,0.655,0.453,0.054,0.034
0.94,0.56,0.709,0.476,0.657,0.442,0.052,0.034
0.94,0.57,0.688,0.463,0.634,0.43,0.054,0.033
0.94,0.58,0.697,0.492,0.646,0.452,0.051,0.04
0.94,0.59,0.685,0.457,0.637,0.417,0.048,0.04
0.94,0.6,0.686,0.494,0.635,0.458,0.051,0.036
0.94,0.61,0.697,0.467,0.648,0.427,0.049,0.04
0.94,0.62,0.689,0.492,0.633,0.454,0.056,0.038
0.94,0.63,0.688,0.502,0.638,0.465,0.05,0.037
0.94,0.64,0.717,0.498,0.664,0.457,0.053,0.041
0.94,0.65,0.678,0.517,0.626,0.479,0.052,0.038
0.94,0.66,0.696,0.487,0.642,0.446,0.054,0.041
0.94,0.67,0.704,0.466,0.654,0.424,0.05,0.042
0.94,0.68,0.693,0.435,0.642,0.4,0.051,0.035
0.94,0.69,0.695,0.454,0.638,0.415,0.057,0.039
0.94,0.7,0.696,0.529,0.646,0.488,0.05,0.041
0.94,0.71,0.701,0.475,0.652,0.444,0.049,0.031
0.94,0.72,0.726,0.452,0.676,0.416,0.05,0.036
0.94,0.73,0.69,0.473,0.638,0.437,0.052,0.036
0.94,0.74,0.686,0.485,0.64,0.44,0.046,0.045
0.94,0.75,0.673,0.457,0.619,0.422,0.054,0.035
0.94,0.76,0.708,0.501,0.655,0.46,0.053,0.041
0.94,0.77,0.723,0.502,0.68,0.467,0.043,0.035
0.94,0.78,0.689,0.464,0.64,0.42,0.049,0.044
0.94,0.79,0.705,0.488,0.66,0.443,0.045,0.045
0.94,0.8,0.689,0.448,0.641,0.408,0.048,0.04
0.94,0.81,0.722,0.466,0.675,0.431,0.047,0.035
0.94,0.82,0.713,0.459,0.664,0.421,0.049,0.038
0.94,0.83,0.733,0.493,0.68,0.451,0.053,0.042
0.94,0.84,0.716,0.516,0.667,0.472,0.049,0.044
0.94,0.85,0.699,0.496,0.65,0.452,0.049,0.044
0.94,0.86,0.717,0.465,0.668,0.423,0.049,0.042
0.94,0.87,0.732,0.51,0.68,0.464,0.052,0.046
0.94,0.88,0.705,0.485,0.654,0.445,0.051,0.04
0.94,0.89,0.684,0.466,0.628,0.421,0.056,0.045
0.94,0.9,0.674,0.479,0.634,0.444,0.04,0.035
0.94,0.91,0.72,0.49,0.672,0.453,0.048,0.037
0.94,0.92,0.702,0.514,0.654,0.473,0.048,0.041
0.94,0.93,0.702,0.482,0.658,0.443,0.044,0.039
0.94,0.94,0.707,0.434,0.662,0.4,0.045,0.034
0.94,0.95,0.724,0.46,0.676,0.416,0.048,0.044
0.94,0.96,0.704,0.49,0.655,0.445,0.049,0.045
0.94,0.97,0.699,0.491,0.651,0.455,0.048,0.036
0.94,0.98,0.701,0.465,0.656,0.423,0.045,0.042
0.94,0.99,0.691,0.445,0.651,0.41,0.04,0.035
0.96,0.5,0.676,0.525,0.632,0.49,0.044,0.035
0.96,0.51,0.676,0.519,0.638,0.493,0.038,0.026
0.96,0.52,0.684,0.497,0.642,0.466,0.042,0.031
0.96,0.53,0.709,0.492,0.674,0.461,0.035,0.031
0.96,0.54,0.68,0.476,0.637,0.444,0.043,0.032
0.96,0.55,0.674,0.511,0.632,0.484,0.042,0.027
0.96,0.56,0.657,0.464,0.619,0.442,0.038,0.022
0.96,0.57,0.692,0.51,0.652,0.482,0.04,0.028
0.96,0.58,0.678,0.475,0.64,0.443,0.038,0.032
0.96,0.59,0.679,0.461,0.64,0.435,0.039,0.026
0.96,0.6,0.697,0.456,0.653,0.435,0.044,0.021
0.96,0.61,0.688,0.446,0.647,0.419,0.041,0.027
0.96,0.62,0.719,0.492,0.679,0.452,0.04,0.04
0.96,0.63,0.659,0.494,0.623,0.466,0.036,0.028
0.96,0.64,0.669,0.495,0.624,0.467,0.045,0.028
0.96,0.65,0.695,0.469,0.646,0.439,0.049,0.03
0.96,0.66,0.693,0.471,0.651,0.441,0.042,0.03
0.96,0.67,0.697,0.489,0.663,0.458,0.034,0.031
0.96,0.68,0.714,0.502,0.676,0.473,0.038,0.029
0.96,0.69,0.729,0.454,0.686,0.427,0.043,0.027
0.96,0.7,0.711,0.494,0.671,0.469,0.04,0.025
0.96,0.71,0.709,0.463,0.67,0.432,0.039,0.031
0.96,0.72,0.706,0.477,0.669,0.451,0.037,0.026
0.96,0.73,0.708,0.518,0.672,0.484,0.036,0.034
0.96,0.74,0.722,0.495,0.684,0.469,0.038,0.026
0.96,0.75,0.707,0.48,0.665,0.453,0.042,0.027
0.96,0.76,0.715,0.488,0.673,0.462,0.042,0.026
0.96,0.77,0.716,0.5,0.677,0.468,0.039,0.032
0.96,0.78,0.702,0.454,0.659,0.422,0.043,0.032
0.96,0.79,0.702,0.476,0.664,0.445,0.038,0.031
0.96,0.8,0.704,0.494,0.658,0.461,0.046,0.033
0.96,0.81,0.716,0.489,0.678,0.455,0.038,0.034
0.96,0.82,0.706,0.497,0.671,0.473,0.035,0.024
0.96,0.83,0.698,0.52,0.66,0.487,0.038,0.033
0.96,0.84,0.754,0.492,0.713,0.464,0.041,0.028
0.96,0.85,0.717,0.46,0.682,0.428,0.035,0.032
0.96,0.86,0.681,0.487,0.643,0.456,0.038,0.031
0.96,0.87,0.69,0.478,0.649,0.455,0.041,0.023
0.96,0.88,0.719,0.437,0.675,0.411,0.044,0.026
0.96,0.89,0.704,0.464,0.666,0.437,0.038,0.027
0.96,0.9,0.727,0.47,0.689,0.447,0.038,0.023
0.96,0.91,0.72,0.483,0.683,0.449,0.037,0.034
0.96,0.92,0.704,0.469,0.673,0.438,0.031,0.031
0.96,0.93,0.696,0.462,0.664,0.43,0.032,0.032
0.96,0.94,0.701,0.458,0.666,0.426,0.035,0.032
0.96,0.95,0.695,0.504,0.66,0.472,0.035,0.032
0.96,0.96,0.725,0.487,0.69,0.46,0.035,0.027
0.96,0.97,0.703,0.417,0.661,0.386,0.042,0.031
0.96,0.98,0.728,0.453,0.698,0.422,0.03,0.031
0.96,0.99,0.7,0.489,0.66,0.457,0.04,0.032
0.98,0.5,0.696,0.474,0.671,0.454,0.025,0.02
0.98,0.51,0.682,0.502,0.655,0.485,0.027,0.017
0.98,0.52,0.695,0.502,0.67,0.482,0.025,0.02
0.98,0.53,0.674,0.455,0.649,0.435,0.025,0.02
0.98,0.54,0.68,0.465,0.653,0.444,0.027,0.021
0.98,0.55,0.679,0.472,0.648,0.449,0.031,0.023
0.98,0.56,0.715,0.503,0.689,0.485,0.026,0.018
0.98,0.57,0.69,0.489,0.667,0.469,0.023,0.02
0.98,0.58,0.706,0.488,0.679,0.47,0.027,0.018
0.98,0.59,0.734,0.501,0.703,0.481,0.031,0.02
0.98,0.6,0.697,0.461,0.673,0.441,0.024,0.02
0.98,0.61,0.668,0.497,0.647,0.477,0.021,0.02
0.98,0.62,0.693,0.496,0.666,0.474,0.027,0.022
0.98,0.63,0.697,0.512,0.671,0.492,0.026,0.02
0.98,0.64,0.677,0.466,0.654,0.442,0.023,0.024
0.98,0.65,0.68,0.511,0.655,0.488,0.025,0.023
0.98,0.66,0.691,0.49,0.665,0.47,0.026,0.02
0.98,0.67,0.699,0.516,0.674,0.499,0.025,0.017
0.98,0.68,0.681,0.48,0.657,0.463,0.024,0.017
0.98,0.69,0.691,0.483,0.661,0.465,0.03,0.018
0.98,0.7,0.693,0.464,0.67,0.446,0.023,0.018
0.98,0.71,0.701,0.496,0.667,0.475,0.034,0.021
0.98,0.72,0.703,0.47,0.678,0.452,0.025,0.018
0.98,0.73,0.697,0.492,0.672,0.472,0.025,0.02
0.98,0.74,0.695,0.466,0.673,0.444,0.022,0.022
0.98,0.75,0.72,0.485,0.692,0.463,0.028,0.022
0.98,0.76,0.71,0.489,0.683,0.468,0.027,0.021
0.98,0.77,0.722,0.48,0.697,0.457,0.025,0.023
0.98,0.78,0.709,0.466,0.687,0.448,0.022,0.018
0.98,0.79,0.679,0.436,0.656,0.417,0.023,0.019
0.98,0.8,0.719,0.503,0.692,0.48,0.027,0.023
0.98,0.81,0.717,0.465,0.689,0.445,0.028,0.02
0.98,0.82,0.712,0.454,0.689,0.437,0.023,0.017
0.98,0.83,0.719,0.443,0.697,0.421,0.022,0.022
0.98,0.84,0.735,0.503,0.707,0.478,0.028,0.025
0.98,0.85,0.707,0.491,0.684,0.47,0.023,0.021
0.98,0.86,0.737,0.486,0.708,0.464,0.029,0.022
0.98,0.87,0.716,0.478,0.689,0.462,0.027,0.016
0.98,0.88,0.672,0.457,0.649,0.44,0.023,0.017
0.98,0.89,0.699,0.48,0.672,0.46,0.027,0.02
0.98,0.9,0.701,0.466,0.676,0.447,0.025,0.019
0.98,0.91,0.711,0.479,0.685,0.454,0.026,0.025
0.98,0.92,0.718,0.478,0.695,0.457,0.023,0.021
0.98,0.93,0.712,0.468,0.689,0.45,0.023,0.018
0.98,0.94,0.721,0.503,0.701,0.486,0.02,0.017
0.98,0.95,0.713,0.48,0.686,0.458,0.027,0.022
0.98,0.96,0.739,0.486,0.711,0.463,0.028,0.023
0.98,0.97,0.719,0.474,0.698,0.455,0.021,0.019
0.98,0.98,0.707,0.457,0.689,0.443,0.018,0.014
0.98,0.99,0.741,0.467,0.723,0.452,0.018,0.015
1,0.5,0.692,0.474,0.692,0.474,0,0
1,0.51,0.684,0.474,0.684,0.474,0,0
1,0.52,0.722,0.518,0.722,0.518,0,0
1,0.53,0.689,0.479,0.689,0.479,0,0
1,0.54,0.671,0.498,0.671,0.498,0,0
1,0.55,0.7,0.501,0.7,0.501,0,0
1,0.56,0.702,0.487,0.702,0.487,0,0
1,0.57,0.694,0.493,0.694,0.493,0,0
1,0.58,0.732,0.465,0.732,0.465,0,0
1,0.59,0.701,0.5,0.701,0.5,0,0
1,0.6,0.649,0.498,0.649,0.498,0,0
1,0.61,0.697,0.473,0.697,0.473,0,0
1,0.62,0.693,0.482,0.693,0.482,0,0
1,0.63,0.7,0.493,0.7,0.493,0,0
1,0.64,0.708,0.488,0.708,0.488,0,0
1,0.65,0.691,0.486,0.691,0.486,0,0
1,0.66,0.703,0.484,0.703,0.484,0,0
1,0.67,0.703,0.482,0.703,0.482,0,0
1,0.68,0.679,0.478,0.679,0.478,0,0
1,0.69,0.689,0.459,0.689,0.459,0,0
1,0.7,0.715,0.48,0.715,0.48,0,0
1,0.71,0.708,0.499,0.708,0.499,0,0
1,0.72,0.684,0.451,0.684,0.451,0,0
1,0.73,0.706,0.443,0.706,0.443,0,0
1,0.74,0.707,0.45,0.707,0.45,0,0
1,0.75,0.705,0.462,0.705,0.462,0,0
1,0.76,0.723,0.498,0.723,0.498,0,0
1,0.77,0.699,0.456,0.699,0.456,0,0
1,0.78,0.698,0.465,0.698,0.465,0,0
1,0.79,0.721,0.494,0.721,0.494,0,0
1,0.8,0.714,0.487,0.714,0.487,0,0
1,0.81,0.718,0.435,0.718,0.435,0,0
1,0.82,0.723,0.464,0.723,0.464,0,0
1,0.83,0.747,0.452,0.747,0.452,0,0
1,0.84,0.714,0.466,0.714,0.466,0,0
1,0.85,0.713,0.454,0.713,0.454,0,0
1,0.86,0.701,0.483,0.701,0.483,0,0
1,0.87,0.689,0.47,0.689,0.47,0,0
1,0.88,0.727,0.491,0.727,0.491,0,0
1,0.89,0.716,0.44,0.716,0.44,0,0
1,0.9,0.715,0.444,0.715,0.444,0,0
1,0.91,0.734,0.489,0.734,0.489,0,0
1,0.92,0.689,0.469,0.689,0.469,0,0
1,0.93,0.684,0.466,0.684,0.466,0,0
1,0.94,0.708,0.458,0.708,0.458,0,0
1,0.95,0.74,0.482,0.74,0.482,0,0
1,0.96,0.737,0.491,0.737,0.491,0,0
1,0.97,0.721,0.484,0.721,0.484,0,0
1,0.98,0.716,0.432,0.716,0.432,0,0
1,0.99,0.718,0.479,0.718,0.479,0,0
