"alpha","lamda2","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
0.76,0.8,0.6816,0.4678,0.3646,0.2352,0.317,0.2326
0.76,0.82,0.7162,0.4438,0.385,0.2216,0.3312,0.2222
0.76,0.84,0.7176,0.4756,0.3794,0.2336,0.3382,0.242
0.76,0.86,0.7034,0.478,0.3766,0.238,0.3268,0.24
0.76,0.88,0.7136,0.4428,0.3748,0.2156,0.3388,0.2272
0.76,0.9,0.7136,0.4992,0.3852,0.2452,0.3284,0.254
0.76,0.92,0.7102,0.4874,0.3786,0.2446,0.3316,0.2428
0.76,0.94,0.7078,0.493,0.3764,0.2412,0.3314,0.2518
0.76,0.96,0.6874,0.491,0.3694,0.2404,0.318,0.2506
0.76,0.98,0.6876,0.4876,0.373,0.2436,0.3146,0.244
0.76,1,0.7216,0.462,0.3858,0.2324,0.3358,0.2296
0.78,0.02,0.67,0.4598,0.3514,0.2266,0.3186,0.2332
0.78,0.04,0.6584,0.4588,0.3536,0.2306,0.3048,0.2282
0.78,0.06,0.6706,0.4708,0.3488,0.232,0.3218,0.2388
0.78,0.08,0.6602,0.4758,0.3478,0.2308,0.3124,0.245
0.78,0.1,0.6822,0.4668,0.3564,0.2346,0.3258,0.2322
0.78,0.12,0.6366,0.4828,0.3346,0.2396,0.302,0.2432
0.78,0.14,0.6828,0.4594,0.3536,0.2322,0.3292,0.2272
0.78,0.16,0.6786,0.4974,0.3564,0.2466,0.3222,0.2508
0.78,0.18,0.674,0.482,0.3556,0.235,0.3184,0.247
0.78,0.2,0.668,0.475,0.3532,0.2328,0.3148,0.2422
0.78,0.22,0.672,0.4438,0.3506,0.217,0.3214,0.2268
0.78,0.24,0.668,0.499,0.3446,0.2428,0.3234,0.2562
0.78,0.26,0.6594,0.509,0.349,0.25,0.3104,0.259
0.78,0.28,0.6588,0.4874,0.3474,0.237,0.3114,0.2504
0.78,0.3,0.657,0.5018,0.344,0.2476,0.313,0.2542
0.78,0.32,0.6804,0.4666,0.3608,0.229,0.3196,0.2376
0.78,0.34,0.689,0.4616,0.3654,0.2292,0.3236,0.2324
0.78,0.36,0.6592,0.483,0.3516,0.2394,0.3076,0.2436
0.78,0.38,0.6544,0.5044,0.348,0.2498,0.3064,0.2546
0.78,0.4,0.6876,0.493,0.365,0.2428,0.3226,0.2502
0.78,0.42,0.6798,0.479,0.3578,0.2336,0.322,0.2454
0.78,0.44,0.689,0.4906,0.361,0.2442,0.328,0.2464
0.78,0.46,0.6934,0.457,0.3702,0.2288,0.3232,0.2282
0.78,0.48,0.6896,0.453,0.3646,0.2144,0.325,0.2386
0.78,0.5,0.674,0.4476,0.3656,0.2226,0.3084,0.225
0.78,0.52,0.708,0.4654,0.3796,0.2346,0.3284,0.2308
0.78,0.54,0.6796,0.4516,0.359,0.2218,0.3206,0.2298
0.78,0.56,0.7046,0.4794,0.3732,0.243,0.3314,0.2364
0.78,0.58,0.6622,0.467,0.354,0.233,0.3082,0.234
0.78,0.6,0.6796,0.4296,0.3592,0.2144,0.3204,0.2152
0.78,0.62,0.663,0.4632,0.354,0.233,0.309,0.2302
0.78,0.64,0.705,0.4858,0.3726,0.2438,0.3324,0.242
0.78,0.66,0.7026,0.4808,0.372,0.2384,0.3306,0.2424
0.78,0.68,0.7148,0.4614,0.3752,0.2308,0.3396,0.2306
0.78,0.7,0.714,0.4908,0.3776,0.2406,0.3364,0.2502
0.78,0.72,0.7204,0.456,0.378,0.2264,0.3424,0.2296
0.78,0.74,0.6998,0.467,0.3694,0.2268,0.3304,0.2402
0.78,0.76,0.6958,0.4668,0.3712,0.2318,0.3246,0.235
0.78,0.78,0.7296,0.4592,0.3818,0.226,0.3478,0.2332
0.78,0.8,0.7212,0.4604,0.3782,0.2326,0.343,0.2278
0.78,0.82,0.7126,0.467,0.3804,0.2304,0.3322,0.2366
0.78,0.84,0.6954,0.454,0.3704,0.2218,0.325,0.2322
0.78,0.86,0.7042,0.4758,0.373,0.2334,0.3312,0.2424
0.78,0.88,0.711,0.4654,0.3746,0.228,0.3364,0.2374
0.78,0.9,0.7066,0.4612,0.3744,0.2294,0.3322,0.2318
0.78,0.92,0.7178,0.4738,0.3816,0.2322,0.3362,0.2416
0.78,0.94,0.695,0.475,0.3638,0.2368,0.3312,0.2382
0.78,0.96,0.7018,0.491,0.3698,0.2466,0.332,0.2444
0.78,0.98,0.7028,0.4906,0.3744,0.2432,0.3284,0.2474
0.78,1,0.702,0.4666,0.3752,0.2222,0.3268,0.2444
0.8,0.02,0.6336,0.465,0.3372,0.2238,0.2964,0.2412
0.8,0.04,0.6664,0.4926,0.3484,0.2366,0.318,0.256
0.8,0.06,0.6646,0.486,0.3512,0.2454,0.3134,0.2406
0.8,0.08,0.674,0.4304,0.3554,0.2132,0.3186,0.2172
0.8,0.1,0.6492,0.4752,0.3412,0.2386,0.308,0.2366
0.8,0.12,0.6572,0.4892,0.3502,0.2414,0.307,0.2478
0.8,0.14,0.6654,0.4856,0.3514,0.2396,0.314,0.246
0.8,0.16,0.67,0.4894,0.3562,0.2398,0.3138,0.2496
0.8,0.18,0.6698,0.4654,0.3496,0.2278,0.3202,0.2376
0.8,0.2,0.634,0.4736,0.3358,0.2338,0.2982,0.2398
0.8,0.22,0.6708,0.4742,0.352,0.237,0.3188,0.2372
0.8,0.24,0.6888,0.4896,0.3622,0.2466,0.3266,0.243
0.8,0.26,0.6546,0.4796,0.3488,0.2342,0.3058,0.2454
0.8,0.28,0.6598,0.5122,0.348,0.2542,0.3118,0.258
0.8,0.3,0.667,0.4678,0.3536,0.227,0.3134,0.2408
0.8,0.32,0.689,0.4742,0.363,0.2342,0.326,0.24
0.8,0.34,0.6814,0.4532,0.3584,0.2196,0.323,0.2336
0.8,0.36,0.6708,0.4844,0.3586,0.2416,0.3122,0.2428
0.8,0.38,0.6802,0.4436,0.3646,0.2176,0.3156,0.226
0.8,0.4,0.692,0.482,0.361,0.2382,0.331,0.2438
0.8,0.42,0.6784,0.4704,0.358,0.2346,0.3204,0.2358
0.8,0.44,0.6604,0.5024,0.3486,0.2416,0.3118,0.2608
0.8,0.46,0.6846,0.4754,0.3606,0.2312,0.324,0.2442
0.8,0.48,0.6782,0.4658,0.3622,0.2262,0.316,0.2396
0.8,0.5,0.6732,0.4762,0.3632,0.2348,0.31,0.2414
0.8,0.52,0.7008,0.468,0.3746,0.2362,0.3262,0.2318
0.8,0.54,0.686,0.4764,0.3672,0.2284,0.3188,0.248
0.8,0.56,0.7014,0.4712,0.3712,0.2366,0.3302,0.2346
0.8,0.58,0.6746,0.4766,0.3596,0.2406,0.315,0.236
0.8,0.6,0.688,0.475,0.3688,0.2318,0.3192,0.2432
0.8,0.62,0.686,0.4842,0.3684,0.2394,0.3176,0.2448
0.8,0.64,0.6876,0.4958,0.3706,0.2444,0.317,0.2514
0.8,0.66,0.6942,0.4538,0.3694,0.2234,0.3248,0.2304
0.8,0.68,0.6916,0.5004,0.3638,0.2472,0.3278,0.2532
0.8,0.7,0.6766,0.4806,0.3612,0.2346,0.3154,0.246
0.8,0.72,0.6988,0.437,0.375,0.2194,0.3238,0.2176
0.8,0.74,0.7084,0.4554,0.3744,0.2298,0.334,0.2256
0.8,0.76,0.696,0.4706,0.3668,0.2306,0.3292,0.24
0.8,0.78,0.6652,0.4804,0.359,0.2326,0.3062,0.2478
0.8,0.8,0.7036,0.4726,0.371,0.2344,0.3326,0.2382
0.8,0.82,0.714,0.4436,0.3776,0.2206,0.3364,0.223
0.8,0.84,0.7014,0.4488,0.3786,0.2164,0.3228,0.2324
0.8,0.86,0.7062,0.4836,0.3746,0.2358,0.3316,0.2478
0.8,0.88,0.715,0.4504,0.3826,0.2142,0.3324,0.2362
0.8,0.9,0.7296,0.4876,0.388,0.2386,0.3416,0.249
0.8,0.92,0.6902,0.4678,0.369,0.2294,0.3212,0.2384
0.8,0.94,0.7172,0.4432,0.3796,0.2176,0.3376,0.2256
0.8,0.96,0.7166,0.4892,0.3808,0.2438,0.3358,0.2454
0.8,0.98,0.7118,0.481,0.3808,0.2364,0.331,0.2446
0.8,1,0.7066,0.4702,0.379,0.2354,0.3276,0.2348
0.82,0.02,0.6572,0.4992,0.345,0.2512,0.3122,0.248
0.82,0.04,0.6428,0.4598,0.339,0.2208,0.3038,0.239
0.82,0.06,0.6646,0.4496,0.343,0.2208,0.3216,0.2288
0.82,0.08,0.6656,0.4832,0.3456,0.2346,0.32,0.2486
0.82,0.1,0.6688,0.4948,0.3544,0.2478,0.3144,0.247
0.82,0.12,0.6712,0.4788,0.3488,0.2314,0.3224,0.2474
0.82,0.14,0.618,0.481,0.3274,0.2308,0.2906,0.2502
0.82,0.16,0.6674,0.4776,0.3538,0.2382,0.3136,0.2394
0.82,0.18,0.6656,0.4548,0.3482,0.2278,0.3174,0.227
0.82,0.2,0.648,0.464,0.3444,0.2276,0.3036,0.2364
0.82,0.22,0.6736,0.4944,0.3522,0.2394,0.3214,0.255
0.82,0.24,0.6684,0.497,0.3606,0.2466,0.3078,0.2504
0.82,0.26,0.665,0.4824,0.347,0.2396,0.318,0.2428
0.82,0.28,0.6712,0.4806,0.3522,0.2384,0.319,0.2422
0.82,0.3,0.65,0.4574,0.3418,0.2188,0.3082,0.2386
0.82,0.32,0.6582,0.4752,0.3492,0.2348,0.309,0.2404
0.82,0.34,0.6754,0.4474,0.3514,0.2286,0.324,0.2188
0.82,0.36,0.6928,0.434,0.3614,0.2158,0.3314,0.2182
0.82,0.38,0.6736,0.4938,0.3584,0.2436,0.3152,0.2502
0.82,0.4,0.6914,0.4688,0.366,0.2382,0.3254,0.2306
0.82,0.42,0.6992,0.4238,0.366,0.208,0.3332,0.2158
0.82,0.44,0.6776,0.4712,0.3632,0.2302,0.3144,0.241
0.82,0.46,0.6678,0.4944,0.3564,0.2398,0.3114,0.2546
0.82,0.48,0.6772,0.4706,0.3532,0.2268,0.324,0.2438
0.82,0.5,0.6794,0.4734,0.3558,0.2342,0.3236,0.2392
0.82,0.52,0.6808,0.4828,0.3604,0.2418,0.3204,0.241
0.82,0.54,0.7002,0.4764,0.3704,0.2358,0.3298,0.2406
0.82,0.56,0.6866,0.4828,0.3664,0.2372,0.3202,0.2456
0.82,0.58,0.6976,0.458,0.3718,0.2202,0.3258,0.2378
0.82,0.6,0.6874,0.4648,0.3686,0.2326,0.3188,0.2322
0.82,0.62,0.706,0.466,0.375,0.2318,0.331,0.2342
0.82,0.64,0.6876,0.483,0.3588,0.2356,0.3288,0.2474
0.82,0.66,0.6524,0.4866,0.3494,0.2422,0.303,0.2444
0.82,0.68,0.684,0.4854,0.3644,0.238,0.3196,0.2474
0.82,0.7,0.694,0.492,0.366,0.245,0.328,0.247
0.82,0.72,0.688,0.442,0.366,0.2118,0.322,0.2302
0.82,0.74,0.7026,0.4664,0.3688,0.2292,0.3338,0.2372
0.82,0.76,0.687,0.4368,0.3762,0.2212,0.3108,0.2156
0.82,0.78,0.7252,0.468,0.387,0.2358,0.3382,0.2322
0.82,0.8,0.7084,0.468,0.3766,0.2324,0.3318,0.2356
0.82,0.82,0.7046,0.4588,0.3736,0.2274,0.331,0.2314
0.82,0.84,0.696,0.4836,0.3708,0.2378,0.3252,0.2458
0.82,0.86,0.6924,0.4432,0.3772,0.217,0.3152,0.2262
0.82,0.88,0.7194,0.446,0.3804,0.2188,0.339,0.2272
0.82,0.9,0.709,0.4504,0.3756,0.214,0.3334,0.2364
0.82,0.92,0.7242,0.4598,0.3824,0.228,0.3418,0.2318
0.82,0.94,0.7098,0.4502,0.3782,0.219,0.3316,0.2312
0.82,0.96,0.7046,0.465,0.376,0.225,0.3286,0.24
0.82,0.98,0.7168,0.47,0.379,0.224,0.3378,0.246
0.82,1,0.703,0.4602,0.3788,0.2234,0.3242,0.2368
0.84,0.02,0.68,0.4658,0.3494,0.232,0.3306,0.2338
0.84,0.04,0.6662,0.4656,0.3526,0.2322,0.3136,0.2334
0.84,0.06,0.6502,0.4688,0.3432,0.2364,0.307,0.2324
0.84,0.08,0.6666,0.4366,0.355,0.2164,0.3116,0.2202
0.84,0.1,0.6774,0.4672,0.3542,0.2338,0.3232,0.2334
0.84,0.12,0.6628,0.4436,0.353,0.2194,0.3098,0.2242
0.84,0.14,0.6758,0.489,0.3484,0.2378,0.3274,0.2512
0.84,0.16,0.6734,0.4942,0.3546,0.2448,0.3188,0.2494
0.84,0.18,0.6596,0.4638,0.343,0.232,0.3166,0.2318
0.84,0.2,0.6538,0.479,0.3418,0.2346,0.312,0.2444
0.84,0.22,0.6736,0.44,0.3486,0.2206,0.325,0.2194
0.84,0.24,0.6672,0.4656,0.3434,0.2304,0.3238,0.2352
0.84,0.26,0.6574,0.4742,0.343,0.236,0.3144,0.2382
0.84,0.28,0.6678,0.4278,0.3566,0.209,0.3112,0.2188
0.84,0.3,0.697,0.4786,0.3668,0.2362,0.3302,0.2424
0.84,0.32,0.6798,0.4726,0.3566,0.2386,0.3232,0.234
0.84,0.34,0.7076,0.4564,0.3684,0.2268,0.3392,0.2296
0.84,0.36,0.6882,0.4732,0.3614,0.2356,0.3268,0.2376
0.84,0.38,0.685,0.4454,0.3576,0.2196,0.3274,0.2258
0.84,0.4,0.68,0.4592,0.3592,0.2256,0.3208,0.2336
0.84,0.42,0.6788,0.4434,0.3584,0.2104,0.3204,0.233
0.84,0.44,0.7044,0.4236,0.3702,0.2094,0.3342,0.2142
0.84,0.46,0.6738,0.4408,0.3582,0.2138,0.3156,0.227
0.84,0.48,0.6928,0.4468,0.3646,0.224,0.3282,0.2228
0.84,0.5,0.6792,0.478,0.3622,0.2412,0.317,0.2368
0.84,0.52,0.697,0.4846,0.3698,0.2382,0.3272,0.2464
0.84,0.54,0.6944,0.4542,0.3738,0.2186,0.3206,0.2356
0.84,0.56,0.6876,0.4806,0.3604,0.2324,0.3272,0.2482
0.84,0.58,0.696,0.4668,0.3744,0.2368,0.3216,0.23
0.84,0.6,0.6984,0.4516,0.369,0.2236,0.3294,0.228
0.84,0.62,0.7128,0.4918,0.3786,0.2358,0.3342,0.256
0.84,0.64,0.7002,0.448,0.373,0.2186,0.3272,0.2294
0.84,0.66,0.6794,0.4596,0.3616,0.2228,0.3178,0.2368
0.84,0.68,0.7,0.4454,0.3692,0.2206,0.3308,0.2248
0.84,0.7,0.6996,0.4678,0.3656,0.2298,0.334,0.238
0.84,0.72,0.6676,0.4804,0.358,0.2328,0.3096,0.2476
0.84,0.74,0.6798,0.4142,0.3664,0.1976,0.3134,0.2166
0.84,0.76,0.6936,0.4206,0.364,0.2026,0.3296,0.218
0.84,0.78,0.698,0.4794,0.3706,0.2324,0.3274,0.247
0.84,0.8,0.6766,0.4686,0.3608,0.2274,0.3158,0.2412
0.84,0.82,0.706,0.4792,0.3744,0.2308,0.3316,0.2484
0.84,0.84,0.6974,0.4604,0.3744,0.2188,0.323,0.2416
0.84,0.86,0.6974,0.4488,0.373,0.2166,0.3244,0.2322
0.84,0.88,0.7168,0.4888,0.3852,0.2338,0.3316,0.255
0.84,0.9,0.705,0.4422,0.375,0.212,0.33,0.2302
0.84,0.92,0.7104,0.4362,0.3802,0.216,0.3302,0.2202
0.84,0.94,0.7026,0.479,0.3804,0.2362,0.3222,0.2428
0.84,0.96,0.7064,0.4346,0.3764,0.2186,0.33,0.216
0.84,0.98,0.702,0.4702,0.3756,0.2322,0.3264,0.238
0.84,1,0.711,0.4892,0.387,0.2448,0.324,0.2444
0.86,0.02,0.6204,0.4712,0.329,0.237,0.2914,0.2342
0.86,0.04,0.6748,0.46,0.3492,0.2238,0.3256,0.2362
0.86,0.06,0.6362,0.475,0.3352,0.2274,0.301,0.2476
0.86,0.08,0.6398,0.4338,0.3318,0.211,0.308,0.2228
0.86,0.1,0.6682,0.4458,0.357,0.2196,0.3112,0.2262
0.86,0.12,0.6506,0.4818,0.3398,0.235,0.3108,0.2468
0.86,0.14,0.6244,0.4614,0.33,0.233,0.2944,0.2284
0.86,0.16,0.6464,0.48,0.3368,0.2326,0.3096,0.2474
0.86,0.18,0.6628,0.48,0.3502,0.2382,0.3126,0.2418
0.86,0.2,0.6518,0.4986,0.344,0.2464,0.3078,0.2522
0.86,0.22,0.6506,0.4346,0.347,0.2204,0.3036,0.2142
0.86,0.24,0.6544,0.4666,0.3494,0.2332,0.305,0.2334
0.86,0.26,0.67,0.4524,0.3566,0.2252,0.3134,0.2272
0.86,0.28,0.657,0.4572,0.3482,0.224,0.3088,0.2332
0.86,0.3,0.68,0.4694,0.36,0.2308,0.32,0.2386
0.86,0.32,0.6658,0.4568,0.3578,0.2228,0.308,0.234
0.86,0.34,0.6686,0.454,0.3524,0.2258,0.3162,0.2282
0.86,0.36,0.6776,0.473,0.361,0.2334,0.3166,0.2396
0.86,0.38,0.6764,0.4726,0.3606,0.2352,0.3158,0.2374
0.86,0.4,0.6658,0.4642,0.3532,0.2274,0.3126,0.2368
0.86,0.42,0.655,0.451,0.3548,0.2226,0.3002,0.2284
0.86,0.44,0.682,0.4616,0.3614,0.2274,0.3206,0.2342
0.86,0.46,0.6738,0.4458,0.3574,0.2172,0.3164,0.2286
0.86,0.48,0.6842,0.471,0.3614,0.2328,0.3228,0.2382
0.86,0.5,0.6818,0.4218,0.3654,0.2054,0.3164,0.2164
0.86,0.52,0.677,0.4708,0.3578,0.2294,0.3192,0.2414
0.86,0.54,0.6928,0.468,0.3658,0.2248,0.327,0.2432
0.86,0.56,0.6908,0.4602,0.367,0.2266,0.3238,0.2336
0.86,0.58,0.6864,0.462,0.3704,0.2322,0.316,0.2298
0.86,0.6,0.6988,0.4434,0.3656,0.2218,0.3332,0.2216
0.86,0.62,0.6872,0.474,0.364,0.2374,0.3232,0.2366
0.86,0.64,0.695,0.4544,0.3674,0.2174,0.3276,0.237
0.86,0.66,0.6902,0.4786,0.3654,0.2344,0.3248,0.2442
0.86,0.68,0.6848,0.463,0.3624,0.2284,0.3224,0.2346
0.86,0.7,0.68,0.4692,0.3644,0.2276,0.3156,0.2416
0.86,0.72,0.7008,0.4522,0.375,0.2284,0.3258,0.2238
0.86,0.74,0.6884,0.4672,0.3722,0.2328,0.3162,0.2344
0.86,0.76,0.7282,0.4378,0.3838,0.2122,0.3444,0.2256
0.86,0.78,0.7012,0.4888,0.3738,0.2424,0.3274,0.2464
0.86,0.8,0.7118,0.4496,0.3774,0.2224,0.3344,0.2272
0.86,0.82,0.6958,0.4556,0.3668,0.2284,0.329,0.2272
0.86,0.84,0.6958,0.46,0.3718,0.2212,0.324,0.2388
0.86,0.86,0.7028,0.4718,0.3778,0.2366,0.325,0.2352
0.86,0.88,0.7084,0.4786,0.3766,0.2304,0.3318,0.2482
0.86,0.9,0.6888,0.4504,0.3634,0.217,0.3254,0.2334
0.86,0.92,0.7098,0.4646,0.3764,0.227,0.3334,0.2376
0.86,0.94,0.7014,0.4414,0.3842,0.2156,0.3172,0.2258
0.86,0.96,0.7146,0.4708,0.3826,0.2386,0.332,0.2322
0.86,0.98,0.7052,0.4604,0.3782,0.2304,0.327,0.23
0.86,1,0.7006,0.4528,0.3734,0.2198,0.3272,0.233
0.88,0.02,0.6518,0.4346,0.3336,0.2164,0.3182,0.2182
0.88,0.04,0.63,0.4722,0.339,0.2338,0.291,0.2384
0.88,0.06,0.6604,0.413,0.3428,0.2024,0.3176,0.2106
0.88,0.08,0.666,0.4792,0.3482,0.2344,0.3178,0.2448
0.88,0.1,0.6316,0.4402,0.332,0.2214,0.2996,0.2188
0.88,0.12,0.6744,0.448,0.355,0.2224,0.3194,0.2256
0.88,0.14,0.6424,0.475,0.3388,0.2378,0.3036,0.2372
0.88,0.16,0.6498,0.4676,0.344,0.2342,0.3058,0.2334
0.88,0.18,0.6846,0.4386,0.3606,0.2168,0.324,0.2218
0.88,0.2,0.6806,0.4462,0.362,0.2212,0.3186,0.225
0.88,0.22,0.6432,0.4528,0.3468,0.222,0.2964,0.2308
0.88,0.24,0.6982,0.4462,0.3666,0.2184,0.3316,0.2278
0.88,0.26,0.6846,0.4222,0.36,0.214,0.3246,0.2082
0.88,0.28,0.6826,0.4196,0.358,0.2032,0.3246,0.2164
0.88,0.3,0.6598,0.4714,0.3504,0.2294,0.3094,0.242
0.88,0.32,0.6674,0.4684,0.353,0.2316,0.3144,0.2368
0.88,0.34,0.6938,0.4998,0.3662,0.2432,0.3276,0.2566
0.88,0.36,0.679,0.4604,0.3596,0.2272,0.3194,0.2332
0.88,0.38,0.658,0.4616,0.3496,0.2288,0.3084,0.2328
0.88,0.4,0.6758,0.4668,0.3546,0.2318,0.3212,0.235
0.88,0.42,0.6854,0.4482,0.3594,0.2234,0.326,0.2248
0.88,0.44,0.6886,0.4786,0.3594,0.2358,0.3292,0.2428
0.88,0.46,0.693,0.4376,0.3604,0.2134,0.3326,0.2242
0.88,0.48,0.6882,0.439,0.3722,0.2168,0.316,0.2222
0.88,0.5,0.677,0.4278,0.3544,0.2048,0.3226,0.223
0.88,0.52,0.6926,0.4776,0.3652,0.234,0.3274,0.2436
0.88,0.54,0.6818,0.4576,0.3526,0.2288,0.3292,0.2288
0.88,0.56,0.6488,0.4616,0.3462,0.221,0.3026,0.2406
0.88,0.58,0.6818,0.451,0.3622,0.22,0.3196,0.231
0.88,0.6,0.691,0.4686,0.3624,0.2292,0.3286,0.2394
0.88,0.62,0.6656,0.4606,0.354,0.222,0.3116,0.2386
0.88,0.64,0.6896,0.4688,0.365,0.2354,0.3246,0.2334
0.88,0.66,0.708,0.436,0.3746,0.217,0.3334,0.219
0.88,0.68,0.6908,0.4512,0.3624,0.2208,0.3284,0.2304
0.88,0.7,0.6936,0.4472,0.3692,0.2184,0.3244,0.2288
0.88,0.72,0.6814,0.4712,0.3668,0.2314,0.3146,0.2398
0.88,0.74,0.6908,0.4426,0.3674,0.2188,0.3234,0.2238
0.88,0.76,0.6854,0.4664,0.3608,0.2234,0.3246,0.243
0.88,0.78,0.7056,0.4376,0.3678,0.213,0.3378,0.2246
0.88,0.8,0.6922,0.4642,0.3752,0.2276,0.317,0.2366
0.88,0.82,0.7046,0.4438,0.3814,0.2206,0.3232,0.2232
0.88,0.84,0.7072,0.4448,0.3752,0.2196,0.332,0.2252
0.88,0.86,0.6964,0.4528,0.373,0.2262,0.3234,0.2266
0.88,0.88,0.6978,0.4736,0.372,0.235,0.3258,0.2386
0.88,0.9,0.6958,0.4372,0.371,0.2154,0.3248,0.2218
0.88,0.92,0.7018,0.4548,0.3748,0.2184,0.327,0.2364
0.88,0.94,0.7086,0.4598,0.3828,0.2244,0.3258,0.2354
0.88,0.96,0.712,0.4482,0.3766,0.218,0.3354,0.2302
0.88,0.98,0.7166,0.4582,0.388,0.223,0.3286,0.2352
0.88,1,0.6876,0.4416,0.37,0.2118,0.3176,0.2298
0.9,0.02,0.6338,0.481,0.332,0.2432,0.3018,0.2378
0.9,0.04,0.6384,0.4736,0.3404,0.238,0.298,0.2356
0.9,0.06,0.6324,0.4682,0.3394,0.2296,0.293,0.2386
0.9,0.08,0.6828,0.4512,0.3536,0.2214,0.3292,0.2298
0.9,0.1,0.6548,0.4498,0.3458,0.2208,0.309,0.229
0.9,0.12,0.6556,0.4522,0.344,0.2202,0.3116,0.232
0.9,0.14,0.6348,0.443,0.3334,0.2218,0.3014,0.2212
0.9,0.16,0.6534,0.4536,0.344,0.2208,0.3094,0.2328
0.9,0.18,0.6536,0.4524,0.3488,0.2292,0.3048,0.2232
0.9,0.2,0.6574,0.473,0.347,0.234,0.3104,0.239
0.9,0.22,0.6792,0.428,0.3542,0.2102,0.325,0.2178
0.9,0.24,0.6576,0.4504,0.35,0.2204,0.3076,0.23
0.9,0.26,0.6496,0.4714,0.3462,0.231,0.3034,0.2404
0.9,0.28,0.6732,0.456,0.3506,0.2228,0.3226,0.2332
0.9,0.3,0.6876,0.4524,0.3578,0.226,0.3298,0.2264
0.9,0.32,0.6826,0.4622,0.3548,0.2286,0.3278,0.2336
0.9,0.34,0.6646,0.4652,0.3492,0.228,0.3154,0.2372
0.9,0.36,0.6848,0.468,0.3606,0.2226,0.3242,0.2454
0.9,0.38,0.6566,0.4184,0.3554,0.2114,0.3012,0.207
0.9,0.4,0.6586,0.4444,0.353,0.2246,0.3056,0.2198
0.9,0.42,0.6724,0.4642,0.3568,0.2288,0.3156,0.2354
0.9,0.44,0.6684,0.4556,0.3554,0.2238,0.313,0.2318
0.9,0.46,0.695,0.4668,0.3734,0.2362,0.3216,0.2306
0.9,0.48,0.6868,0.4142,0.3642,0.2038,0.3226,0.2104
0.9,0.5,0.6746,0.4394,0.3636,0.2152,0.311,0.2242
0.9,0.52,0.6478,0.491,0.345,0.2458,0.3028,0.2452
0.9,0.54,0.6754,0.4258,0.3612,0.208,0.3142,0.2178
0.9,0.56,0.6664,0.4802,0.3544,0.236,0.312,0.2442
0.9,0.58,0.702,0.4352,0.3708,0.2164,0.3312,0.2188
0.9,0.6,0.663,0.4862,0.3592,0.2456,0.3038,0.2406
0.9,0.62,0.6762,0.4484,0.3592,0.2292,0.317,0.2192
0.9,0.64,0.688,0.4756,0.3684,0.2368,0.3196,0.2388
0.9,0.66,0.6884,0.4278,0.367,0.2158,0.3214,0.212
0.9,0.68,0.6674,0.4618,0.3578,0.2296,0.3096,0.2322
0.9,0.7,0.6976,0.4734,0.3776,0.2322,0.32,0.2412
0.9,0.72,0.6892,0.4574,0.3644,0.2228,0.3248,0.2346
0.9,0.74,0.6898,0.4452,0.3636,0.2198,0.3262,0.2254
0.9,0.76,0.7,0.4302,0.3732,0.2114,0.3268,0.2188
0.9,0.78,0.6906,0.4598,0.3676,0.225,0.323,0.2348
0.9,0.8,0.6906,0.4528,0.3726,0.2234,0.318,0.2294
0.9,0.82,0.6848,0.464,0.3638,0.2298,0.321,0.2342
0.9,0.84,0.6554,0.4494,0.3592,0.2224,0.2962,0.227
0.9,0.86,0.6978,0.4324,0.3714,0.2152,0.3264,0.2172
0.9,0.88,0.678,0.446,0.3636,0.2166,0.3144,0.2294
0.9,0.9,0.712,0.4536,0.3758,0.2246,0.3362,0.229
0.9,0.92,0.7072,0.4294,0.378,0.2102,0.3292,0.2192
0.9,0.94,0.708,0.4066,0.3748,0.1928,0.3332,0.2138
0.9,0.96,0.694,0.4282,0.3734,0.2092,0.3206,0.219
0.9,0.98,0.6982,0.4568,0.3726,0.225,0.3256,0.2318
0.9,1,0.7014,0.4438,0.381,0.2168,0.3204,0.227
0.92,0.02,0.6564,0.4526,0.3472,0.2228,0.3092,0.2298
0.92,0.04,0.6442,0.4712,0.3386,0.2328,0.3056,0.2384
0.92,0.06,0.6738,0.4694,0.361,0.2394,0.3128,0.23
0.92,0.08,0.644,0.4688,0.3392,0.2292,0.3048,0.2396
0.92,0.1,0.64,0.4612,0.337,0.2166,0.303,0.2446
0.92,0.12,0.6624,0.4548,0.3426,0.2246,0.3198,0.2302
0.92,0.14,0.656,0.4594,0.3496,0.2296,0.3064,0.2298
0.92,0.16,0.63,0.4424,0.3322,0.218,0.2978,0.2244
0.92,0.18,0.6644,0.4456,0.349,0.216,0.3154,0.2296
0.92,0.2,0.6508,0.4484,0.3486,0.2228,0.3022,0.2256
0.92,0.22,0.6558,0.451,0.3506,0.227,0.3052,0.224
0.92,0.24,0.6608,0.4738,0.3504,0.238,0.3104,0.2358
0.92,0.26,0.6378,0.4772,0.343,0.2398,0.2948,0.2374
0.92,0.28,0.6752,0.4356,0.3542,0.2094,0.321,0.2262
0.92,0.3,0.6814,0.4674,0.3564,0.2256,0.325,0.2418
0.92,0.32,0.6824,0.443,0.3592,0.2208,0.3232,0.2222
0.92,0.34,0.661,0.4506,0.3496,0.2194,0.3114,0.2312
0.92,0.36,0.672,0.4658,0.355,0.2358,0.317,0.23
